no,name,rarity,attribute,story,cutin1,cutin2,cutin3
1511,[滅龍王]ヴォッシュ,6,火,分かつ炎の向こう側に、母の背中が揺らいで見える。その背を見守り、そして見送る、幼き頃の彼と姉。「大災厄」のあの日以来、幾度となく見る夢。しかしその光景をヴォッシュは知らない。そこが何処かも、あるいはいつかも。それでもただ一つ解るのは、夢の中で母が語る言葉。不意に、涙と共に目を覚ます。そして彼は、いまだ隣で眠り続ける、その血の繋がらない姉の頬へ、優しく愛おしむように触れ、今日も一つの言葉を囁く。,竜の駆逐を僕は誓う,絶対なる平和の為に,能ある龍は爪を隠す……か
1512,リユイ,4,無,多くの兵に忌み嫌われる、帝国の暗部とも呼ぶべき組織。それがリユイを含め、都合十三人の隊員が所属する「血壊部隊」である。隊長カイロスの指揮の下、竜とも人とも異なる「咎」と呼ばれる存在を排斥するその者たちだが、リユイは中でも「血」の扱いに秀でており、副隊長という大役を任されていた。それもあってか、それとも生来の気質か、ともあれ彼女は他の隊員の負担を多少でも軽減するべく、今日も敵へと先陣を切る。,今日も平常通り,犠牲は少ない方が良いから,少しだけなら大丈夫
1513,[壊王]リユイ,5,無,「血壊部隊」の者は皆、隊長カイロスを含め、定期的に自身の体に流れる「血」を入れ替え、汚れを取り除かなくてはならない。それが力を行使する代償である。しかしそれでも、侵す汚れの全てを取り去れはしない。生あるだけで徐々に静かに溜まりゆく澱。その果てにある、死よりも惨い成れの果てこそ、いずれ彼らが辿り着く結末であった。そして、仲間の為に誰より力を行使したリユイこそが、最も早くその結末へと至る事となる。,明日も平常通り,皆の負担は最小限に,まだ大丈夫……多分
1514,[自壊王]リユイ,6,無,降る雪が、音を消す。外気がもたらす冷たさも、あるいは熱さも感じ得ぬまま、痛覚だけを受容する身体を引き摺り、リユイは白銀に覆われた森の中に足跡を残していく。汚れによって彼女の血は既に人の其れとはほど遠いものとなった。ゆえに仲間に追われる身となり、彷徨い、今この刻に至る。しかしやがて彼女の足跡に、優しく静かに重なるもう一つの足跡。リユイが支え、想い続けたその主は、手にした銃を彼女の背に向け、瞳を閉じて狙いを定めた。そして降る雪が、音を消す。,きっと明日も……いつも通り,良かった……私……で,もう……あと少し……だから
1515,ヴァリスタ,4,闇,ヴァリスタは、拷問を生業とする名門アルドランド家の長男として生まれた。幼き頃より家督を継ぐに十分な素質を見せる彼であったが、その素行に関しては難が多々あり、問題を引き起こすたび父や屋敷の者を困らせていた。そしてそんなヴァリスタの心の荒みはあの日、父の子を身ごもった彼の新たな母が現れた時から、更に拍車の一途をたどる事となる。,吹っ飛べ間抜け！,全部ぶっ壊してやんぜ！,準備はいいか、あぁ？
1516,[溢落王]ヴァリスタ,5,闇,父と継母より勘当を言い渡され、アルドランド家を追われたヴァリスタは、帝国の最下層たる街にて十数年の時を過ごしていた。そこには当然、金も、頼る者も無い。しかしヴァリスタは持ち前の荒肝、そして何より上層の退屈な生活の中で培った手癖の悪さを活かし、それを生業とさえしていた。そして今日も彼は視線の先に標的を定め動き出す。この階層に相応しく無い、高貴な服を身に纏ったその少女こそ、今宵の飯種候補であった。,あー、ったく面倒だな！,まとめて消えちまえ！！,覚悟はいいか、あぁ？
1517,[片魂王]ヴァリスタ,6,闇,人生初の完全敗北。己を完膚なきまでに叩きのめした名も知らぬ、かつ一回りは歳が離れているであろうその少女への報復を胸に誓い、ヴァリスタは日夜、奇襲に次ぐ奇襲に明け暮れていた。無論その都度軽くいなされ、敗北の数をまた一つ積み重ねるのは明白であったが、日々それが続く事で二人の間には奇妙かつ珍妙な絆が育まれていった。しかし、ヴァリスタはまだ知らない。のちに来たる、ある脱走した竜たちが引き起こす悲劇と、そして自身を巻き込むその因果を。,面倒だッ！まとめていくぜ！,オラオラ吹っ飛べぇッ！！,これで終わりだ、諦めな
1518,カヤ,4,水,カヤは「水流の民」と呼ばれる竜人族の娘である。本来、竜脈の眠る一つどころを拠点とし、その地に根差し生きる竜人族であるが、彼女たち一族は「祖龍」の動向を逐次確認、報告するべく流浪の民として世界を回っている。そして数十年に一度、故郷である「水の谷」へと帰還し、今後の方策について谷長と話し合う。そんなある帰郷の際の出来事であった。カヤはそこで、こののち彼女の悩みの種となる、マクスウェルと言う名の青年と出会う。,あぁ……胃が痛い……,自分の勘を信じる事、です！,方程式がなんぼのもんじゃい,ご一緒させて頂きます！
1519,[水竜王]カヤ,5,水,「悠久の谷」にて借り受けた竜車に揺られながらカヤは苦い表情を浮かべていた。対面には書に目を落とし数式を呟くマクスウェルの姿。彼がカヤたち「水流の民」との旅を始めて十数年の時が経過していた。巡った土地は多彩に至りその全てはマクスウェルが導き出した解に基づいている。しかしどうにもカヤにとって、理屈を並べる彼は苦手であり、それが原因か日頃から正体不明の胃痛に悩まされていた。そしてその病は、次に至る「氷硝」の地にて更に悪化の一途を辿る事となる。,胃が……あ痛たた……,論より直感、ですよ！,最適解がなんぼのもんじゃい,ご一緒させて頂きます！
1520,[浪竜王]カヤ,6,水,胃痛の種が彼女の前より消えてから、早、数百年の刻が経つ。時代は移り、水のように穏やかだった世界は、光の如く眩い景色へと一変した。或る日ひとつの解に導かれ、「水流の民」の元を去ったマクスウェルの行方はようとして知れない。しかし今なお、小鳥の届ける粗末な書簡が、彼の無事を物語っている。そしてその理屈に満ちる言の葉を目にするたび、カヤは心地よい胃痛を感じつつ、今立つ「東の大地」にて、解を求めて旅を続ける。,うっ……また胃痛が……,導く解も結局直感、です！,観測者がなんぼのもんじゃい,ご一緒させて頂きます！
1521,エルフィーナ,4,無,「虹の谷」と呼ばれる竜人族の隠れ里に生まれたエルフィーナの耳には、幼き頃より謎の声が響いていた。他の誰にも聴こえぬその声。やがて、其れが「竜の声」だと理解した時、彼女はまた、己に課せられた天命をも理解した。それは竜と人との共生の道。すなわち幾千年にも及ぶ戦を、終結へと導くという事であった。,竜の声が……聴こえる,私は悲しみを終わらせたい,天命に……誓って！,生きます、共に
1522,[竜声王]エルフィーナ,5,無,迫る顎門。その幼き王子は諸外国への遠征中、不幸にも龍と遭遇し兵の過半を喪う。そして残る兵らを退却させ、果敢にも殿を務め果たした彼を、龍は今まさに一縷の慈悲も無く喰らわんとしていた。しかし、終の覚悟のそののちに、龍は静かに歩を退き、下がる。見れば龍へと優しく語りかける、一人の竜人の姿。それこそ王子シリウスと、やがて王妃として彼を傍らにて支えるエルフィーナの、邂逅の刻であった。,対話こそ、平和への道,私が全ての争いを止める,天命を……果たす！,行きます、共に
1523,[竜星王]エルフィーナ,6,無,数多の竜と、人の声。そのいずれも全てを聴き届けようと耳傾けたエルフィーナの心臓が今、人の手による凶刃に貫かれる。唐突に至る夢の終わり。地へと静かに倒れゆく中、これより起こるシリウスの狂行、そして始まる時代の終わりを予期し、彼女は真に満ち足る笑顔を浮かべた。それこそあの日あの刻得た天命の全て。彼女が夢見た、戦の終わりと、支配の始まり。と或る時代と、時代の節目。役目を終えた彼女の耳には、もはや如何なる声も届かない。,支配こそ、真なる平和,災禍の時代は此処で終わる,天命を……今！,逝きます、共に
1524,[刀王]ムサシ,5,光,ムサシの放つ剣圧が、降る雨粒を弾き、散らす。あるいはそれを見切り、いなす、こじろうの太刀が風を斬る。ワノクニ最強を誇る、「刀」と「刀」。その絶海の孤島にて二人の決闘が幕開いてから、既に三度、月が沈んでいた。しかしいまだ決着はつかず、彼らの呼吸も乱れる事は無い。乱れれば最期、それが終の息継ぎとなる。ゆえに、一縷の揺らぎが圧に滲み、こじろうの黒き太刀が紅く染まった刻、ムサシの胴より血潮は溢れ、そして彼の「ワノクニ崩し」は幕を閉じた。,気ぃ抜きゃ散るぞ,てめぇの首ぁ俺が貰う,これで崩れな
1525,[刀神]ムサシ,6,光,戦禍に呑まれる「大和」の地を、丘より見下ろす剣豪が一人。その瞳には、闇に呑まれゆく都、そしてそんな中でも煌煌と燃え盛る「始聖宮」が映る。更に空へと視線を向ければ、骸が集った死の龍が、雲が如くに月を隠していた。今宵ばかりの「鬼」たちの舞い。それが起こした惨状を前にして尚、彼の心は揺らぎはしない。なぜなら、残る時は既に少ない。月が沈めば骸へ還る身なれば、ムサシはかつて己がし損じた、儚き夢を達するべく今宵再び「刀」となる。,余所見りゃ冥土だ,てめぇの命ぁ俺が終う,死に体さらしな
1526,[怪人王]ムフィス,5,火,<span style="color:#FF1493"><strong>[怪人図鑑：Ｎｏ．１５２６　ムフィス]</strong></span><br class="spacer">身長：３８２<br class="spacer">体重：１９６<br class="spacer">弱点：絶対なる正義、水<br class="spacer"><br class="spacer">ツチダ博士の中に存在する「絶対悪の人格」が生み出した怪人。多重人格者であった博士の他人格を吸収し尽くす事で、無限の力を得る事に成功した。今やその心に灯るのは、絶対なる悪の炎のみである。,悪の洗礼をその身に受けよ,これが絶対悪の力だ,悪こそ、永遠,来たれ、我がしもべたちよ
1527,[絶対王]ムフィス,6,火,<span style="color:#FF1493"><strong>[予告]</strong></span><br class="spacer">ムフィスの死とともに放たれた<br class="spacer">「愚者の蜜柑」が街に降り注ぐ。<br class="spacer"><br class="spacer">全てを救う手だては、ただ一つ。<br class="spacer">たとえその身、その命が砕けようとも。<br class="spacer"><br class="spacer">次回、最終話「絶対なる正義の心」<br class="spacer">さよなら、さよならゼッターマン。,貴様も悪に染まるがいい,見よ、絶対悪の根源を,悪は、滅びぬ,来たれ、我が配下たちよ
1528,[海国王]マルラ,6,水,注意：閲覧、解放禁止<br class="spacer">封印指定原書：No.8888<br class="spacer"><br class="spacer">表題：海ノ記憶ヲ継ギシモノ,戦う事に……意味など……,ごめんなさい……まだ覚悟が,海の加護を、我らに
1529,[海刻王]マルラ,6,水,或る時「彼女」は、竜の炎に身を焼かれ、また或る時は悪食の王に半身を喰らわれ、そして或る時は人の手により首を堕とされ、海の底へと沈んでいった。全てはただの記憶の欠片。しかしマルラが確かに継いだ、海の民たる者たちの末路。つまり彼女は一族全ての記憶をはらみ、今この時代に生を受けた。ゆえに幼きその身は既に識る。討たれる恐怖を、討つべき恐怖を、継ぎし記憶の重さと、苦悩を。,戦いたくは……無いけれど！,私が全てに決着を！,海刻の遺志を、我らに！
1530,[煉獄神]アニマ,6,闇,止禁放解、覧閲：意注<br class="spacer">rorrE/rorrE.oN：書原定指印封<br class="spacer"><br class="spacer">ノモシセ犯ヲ忌禁/ノモシレ触ニ忌禁：題表,解はその先にある,逝け、造られし虚構よ,貴様の未来を閉ざす
1531,[絶獄神]アニマ,6,闇,土か、泥か。深い闇の中、床に零れる黒の其れが自身の血肉と気付いた時、かつて「煉獄神」と呼ばれた彼女は、千年振りに口を開く。己自身を依り代とし、内から臓腑と骨を破り、出でしかつての愛しき者へと、まるで母が如くの笑みを浮かべ。そして囁く、三つの最果て。即ち国と種と、そして杭。虚ろな口を塞ぐそれらを、彼女は彼女と穿つべく、その煉獄から歩み出る。しかしその歩は、やがて止まる。即ち、仔が、親へと神なる罰を与えるべく、アニマの前に立ち至った。,貴様を断絶する,開き、そして喰らうがいい,貴様の世界を閉ざす
1532,[聖女]Luca,5,水,<span style="color:#FF1493"><strong>[Sorciere's Profile]</strong></span><br class="spacer">本名：Ｄ・ハーウィング・ルカ<br class="spacer">年齢：１３２<br class="spacer">身長：１６７<br class="spacer">３Ｓ：８５／６０／８３<br class="spacer">趣味：読書、弓術,あ、あまりこっちを見るな！,お前の風を感じさせてくれ,この吹く風に、想いを乗せて
1533,[純風聖女]Luca,6,水,紳士の楽園「D-ClubGirls」に疾風の如く現れた新星。紳士のみならず多くの乙女たちをも魅了する華麗なるソルシエール、ルカ。その凛々しき眼差しに心射抜かれ倒れた者は数知れず、誰も彼もが彼女の元まで辿り着けぬ為、実はいまだ一度も紳士の相手をした事が無い。ゆえにその攻略方法も定かでは無いが、唯一惜しい所までいった紳士の話によれば、齢の話題は禁忌であり、聞けば心では無く心臓を射抜かれるとの事である。,て、手を握るのは反則だぞ！,私はお前の風になりたい,射抜いて届け、我が想い
1534,[聖女]Maria,5,光,<span style="color:#FF1493"><strong>[Sorciere's Profile]</strong></span><br class="spacer">本名：マリア・ルナ・トライエル<br class="spacer">年齢：２１<br class="spacer">身長：１６０<br class="spacer">３Ｓ：７９／５７／８１<br class="spacer">趣味：家出、城下巡り,頑張る人が大好きです！,よしよし良い子っ！,私の傘に入りませんか？
1535,[天真聖女]Maria,6,光,紳士の楽園「D-ClubGirls」に舞い降りた奇跡のソルシエール、マリア。彼女が纏う慈愛に満ちた立ち居振る舞い、あるいは時折見せる天使のような微笑みにより、過去多くの紳士が癒やされ、明日を生きる希望を見出してきた。中でも「天真聖女の優しき恩赦」と呼ばれる、彼女の暖かな頭撫では、それを受けるとほぼ同時にまるで春雷の如き衝撃が全身に疾走ると云われ、あらゆる腰痛、心の傷に効果てきめんと評判である。,あんまり無茶は駄目ですよ？,痛いの痛いの翔んでけ～！,これで相合い傘ですねっ！
1536,[聖女]Qthulu,5,水,<span style="color:#FF1493"><strong>[Sorciere's Profile]</strong></span><br class="spacer">本名：レヴィア・ヴェルブラッド<br class="spacer">年齢：１（体年齢：２１）<br class="spacer">身長：１６６<br class="spacer">３Ｓ：９０／６１／８７<br class="spacer">趣味：朝昼晩食、夜食、間食、おやつ、おかわり,ニャハハハハハ！,命短し食せよ乙女、とな！,我がおかわりを此処にもて！
1537,[惡食聖女]Qthulu,6,水,紳士の楽園「D-ClubGirls」一の大喰らいであるクトゥールに対し、過去多くの紳士たちが戦いを挑んでは敗れ去っていった。ソルシエールとは思えぬほどの豪快かつ豊満な食べっぷり、そして如何なる馳走や嘉肴を前にしても退かず臆さず威風堂々「おかわり」を宣言する彼女は「楽園の底なし胃袋」とも呼ばれ、数多の財布を喰らってきた。しかしそれでも紳士たちは、猫のように無邪気な笑い声を上げ奔放に食を楽しむ彼女の為に、今日も惜しまず財布の紐を緩め、戦いへと赴く。,ニャハハハハハ！！,腹が減っては恋は出来ぬぞ！,我、おかわりを所望する！
1538,[聖女]Karma,5,闇,<span style="color:#FF1493"><strong>[Sorciere's Profile]</strong></span><br class="spacer">本名：カルマ<br class="spacer">年齢：１４<br class="spacer">身長：１５４<br class="spacer">３Ｓ：７５／５５／７２<br class="spacer">趣味：料理、文通,…………¦,……¦･ω･),じゅんび中です〆(･ω･　)
1539,[静薄聖女]Karma,6,闇,常に柱の影に隠れ、誰とも話さぬカルマの事を、紳士の花園「D-ClubGirls」に住み着く座敷童と勘違いする者も少なくは無い。その引っ込み思案な性格を改善するべく、ミスＭの粋な計らいによりソルシエールとなった彼女であったが、そもそも大きなお世話であり、日々ふてくされては頬を膨らませている。しかし幸か不幸かそんな姿を密かに慕う紳士も多く、彼らからは「溜飲砕きのほお袋」と呼ばれ親しまれている。,ヾ(。・ω・。),(。・ω¦……………,じゅんびよし！〆(･ω･。)
1540,[聖女]Lilith,5,闇,<span style="color:#FF1493"><strong>[Sorciere's Profile]</strong></span><br class="spacer">本名：リリス<br class="spacer">年齢：不明<br class="spacer">身長：１６７<br class="spacer">３Ｓ：８８／６１／８９<br class="spacer">趣味：椅子選び、枝のせん定,さぁ、ひざまずいて,踏み潰してあげよっか？
1541,[月艶聖女]Lilith,6,闇,彼女の前にひざまずき、行列を成す紳士たち。それこそリリスが、紳士の花園「D-ClubGirls」においてトップソルシエールの座に君臨する、唯一無二の証である。開館以来、延長に継ぐ延長により、今では一国の軍隊にも匹敵するほどの紳士を有するそれは「最古の大行列」とも呼ばれ、町の名物として人々に親しまれている。尚、今から行列に並べば、およそ二年と八ヶ月後にはリリスに会う事が出来る。,さぁ、顔を上げて,哭かせてあげよっか？
1542,[聖女]Dora,5,火,<span style="color:#FF1493"><strong>[Sorciere's Profile]</strong></span><br class="spacer">本名：ドーラ・シュナイデル<br class="spacer">年齢：３（体年齢：１９）<br class="spacer">身長：１５７<br class="spacer">３Ｓ：７１／５６／７２<br class="spacer">趣味：歌唱、買い物、古城巡り、心のお化粧,今日は一緒にお散歩しよ？,まだまだ夜はこれからだよ♪,慌てん坊さんなんだから♪
1543,[虐愛聖女]Dora,6,火,もはや幾人の紳士たちが、ドーラの手により心を砕かれたのか定かでは無い。紳士の花園「D-ClubGirls」にて嗜虐のソルシエールと呼ばれる彼女は、思わせぶりな仕草や語りで紳士の心を鷲掴みにし、そののち幸せ絶頂の間抜けどもを不幸の谷へと突き落とす事こそを至高のもてなしと勘違いしている。因みに彼女が作詞を手掛けた、紳士が退館する際の流れる「ドーラのド間抜け音頭」は、そんなもてなしの心が生んだ名曲である。,最ッ高の気分だったろ？,残念だったなド間抜け野郎ォ,砕けちまっても良いんだぜ？
1544,[聖女]ASmk-7,5,光,<span style="color:#FF1493"><strong>[Sorciere's Profile]</strong></span><br class="spacer">本名：えんぜりかまーくせぶん<br class="spacer">年齢：２３（改造前）<br class="spacer">身長：１８６<br class="spacer">３Ｓ：８３／２２／７８<br class="spacer">趣味：自分探し,………………,ココハ……ドコ……私ハ……,誓イヲ……果タ……
1545,[永誓聖女]ASmk-7,6,光,誰が置いたか定かでは無いが、いつからか紳士の楽園「D-ClubGirls」に存在している、謎の立像Asmk-7。作者不明のこの像だが、一説によればソルシエールたちの幸福を願い造られた物だと伝えられ、その仮面に刻まれた涙は、全ての哀しみを一人で背負った証だと云う。そんな彼女を紳士たちは「永誓の機神像」と呼び敬意を払っているが、実は夜になると動き出すとの噂があり、皆ほどほどに距離を取り接している。,貴方ノ為ニ……絶対……,私ノ愛ヲ……貫ク……,届ケ……此ノ願……イ……
1546,[従士]Lancelot,6,闇,<span style="color:#FF1493"><strong>[D-ClubGirls　13]</strong></span><br class="spacer">紳士の楽園『D-ClubGirls』の現オーナーは二代目であり、初代であるD・トライエル・ユーリカは既に引退している。彼女の行方はようとして知れない。,ウェルカム……でございます,お楽しみ……でございますね,出禁の刑……でございます
1547,[従士]Gawain,6,光,<span style="color:#FF1493"><strong>[D-ClubGirls　01]</strong></span><br class="spacer">ソルシエールとは、紳士の楽園『D-ClubGirls』へと来館した紳士をもてなす、聖女の事を指す。その選定は、主にオーナーによる独断と直感により行われるが、他館からの推薦、或いは彼女たち自身の強い意志が感じられた場合、この限りでは無い。,ようこそ、楽園へ,どうぞ心ゆくまでお楽しみを,禁則事項にご注意を
1548,[紳士]Schelks,4,光,「D-ClubGirls」の新米ソルシエールLucaへと想いを伝え続ける紳士、シェルクス。彼女がソルシエールとなる前から、かれこれ百数年に渡り恋の矢文を射続けるも、そのたび風向きに恵まれず、残念ながらいまだ想いが届いた事は無い。,射抜け我が文！,風よ導け！頼む！,風向きこそ、全て
1549,[紳士]Nicola,4,水,「D-ClubGirls」の胃袋こと、底なしソルシエールQthuluにご執心の紳士、ニコラ。彼女の胃の腑の秘密を解き明かすため、何度となく財布の紐を緩めるも、そのたび満腹前に全財産を消費し尽くし、残念ながらいまだ想いが届いた事は無い。尚、謎の夜会『G-Night』を主催する一人でもある。,僕が解明してみせる,楽園こそ夢足り得る,僕の全てを……捧げよう
1550,[紳士]Leo,4,闇,「D-ClubGirls」の座敷童こと、不言のソルシエールKarmaに首ったけの紳士、レオ。柱の影に隠れる彼女を、更に柱の影から見守る姿勢を貫き、一度も目すら会わせた事が無く、残念ながらいまだ想いが届いた事は無い。,さて彼女の様子はっと……,少し胸が高鳴ります……,僕だって頑張るさ……
1551,[紳士]Kikori,4,光,「D-ClubGirls」のトップソルシエールLilithにぞっこんな紳士、キコリ。度重なる激しいせん定により友が倒れても尚、その歩みは行列へと向かうものの、言葉が通じず、残念ながらいまだ想いが届いた事は無い。,……そる！,かる、そるしおぬ！ぬ！,……ぬ！
1552,[紳士]Vincent,4,火,「D-ClubGirls」にて、嗜虐のソルシエールDoraに心を砕かれ続ける紳士、ヴィンス。妻の子供も財産も親から継いだ城すら捨てて、毎夜Doraへ立ち向かうも、そのたびド間抜け音頭に泣かされ、残念ながらいまだ想いが届いた事は無い。,貴女と出会え本当に良かった,さぁ行きましょう、姫よ！,だだだ、騙したなぁああ！！
1553,[紳士]Faz,4,光,「D-ClubGirls」に鎮座する、不動のソルシエールASmk-7を追い求める紳士、Faz。彼女の放つ信号に引き寄せられ遠路はるばるやって来たものの、太陽発電の都合上、昼しか活動出来ない為、残念ながらいまだ想いが届いた事は無い。,……楽園到達,なかなかイカした胴体だな,まずい、電池が切れてき……
1554,[D]Dione,6,水,紳士の楽園『D-ClubGirls』の現オーナーにして、世界を股にかける天才ソルシエール、ディオーネ。かつて不動のトップを誇り続けた彼女の手腕は、第一線を退いて尚健在であり、今も世界のあらゆる紳士が、神とも呼ばれるその美、その知を求めてやまない。ただかねてより酒癖だけは非常に悪く、酔いが回ると破壊の限りを尽くしかねぬ為、従士たちが「酒飲み神の境界線」として飲酒量を明確に定め、楽園の崩壊を未然に防いでいる。,悪いが私は安く無いぞ,その境界を踏み越えてこい,まだまだ酒が足りないな
1555,さるより(合成用),5,無,<span style="color:#FF1493"><strong>成長用(レベルアップ合成・進化合成用)</strong></span><br class="spacer">去る年の年の瀬の直後に突然生まれた、希少なよりしろ。他のよりしろに比べてやや哀愁ただよう。,あけましやー,うきうき
1556,[惡滅王］ヴェルベット,6,火水,「教国」なる地が堕ちてから先、数千年の永き刻を、彼女は一人歩んできた。道中至る、量産された悪意の首を、あるいは瞳を、あるいは胃の腑を、落とし、貫き、開きながら。ゆえに浴びた血<span style="color:#b9b9b9">も</span>少なく<span style="color:#b9b9b9">は</span>無く、<span style="color:#b9b9b9">や</span>がてその身は汚れゆく。しかしたとえ最後にその<span style="color:#b9b9b9">手</span>で潰すが、己の心の臓であったとしても、<span style="color:#b9b9b9">後</span>を歩む者たちへと、彼女はそ<span style="color:#b9b9b9">れ</span>でも道を繋ぐ<span style="color:#b9b9b9">。</span>,まったく皮肉なものだ……,そろそろ終わりにしようか,そこが貴様の泣き所か
