no,name,rarity,attribute,story,cutin1,cutin2,cutin3
211,[魔眼妃]ワルプルギス,4,闇,ワルプルギスは酒場の踊り子である。また持ち前の魔力で、貧しい者の治療や占いまがいのことも行っている。失くした記憶は戻らぬまま数年が経ち、ようやく思い出せたのは自身の名前と、或る青年の笑顔だけであった。今はいつかその青年に会える日を夢見、日々を過ごしている。,前にもこんなことが……,私、戦い方を知っている？
212,[呪霊屍怨]オクタヴィア,4,無,人では無く、人とは異なる存在として生きることを受け入れたオクタヴィア。彼女は、人らしさの追求こそ、人から最も遠い行いであると知った。そうしてやっと生を受けた彼女は、残された僅かな時間を、今まで眼に入ることの無かったこの広い世界を知るために費やそうと決めた。,壊れてきちゃった,あ、またヒビが……,はがれてきちゃうなー…
213,ザイフリート,4,闇,富む者から奪い、貧しき者へ与えることを信条とする青年。捨て子の自分を育てあげてくれた魔導師の女と共に各地を旅し、ドラゴンの討伐そして義賊たる行いに従事している。手にした大剣「バルムンク」はドラゴンの鱗を斬るのでは無く砕くものであり「竜鱗砕き」の異名を持つ。,救ってみせる！,これが俺の正義だ！,これじゃ、まだ足りない
214,[盗賊王]ザイフリート,5,闇,欲しい物は全て力で奪い取る。それがザイフリートの信条であった。盗賊の王たる彼は青年期を共に過ごした魔導師の女が凶刃に倒れてから、以来決して人を信用せず、自身の力のみで生きてきた。大剣「バルムンク」は魔導師の女の特異な血を浴びた事で、よりその破壊力を増した。,消えろ,俺の前から失せろ,これが最後の警告だ
215,ブリュンヒルデ,4,光,竜と人との間に生まれたブリュンヒルデ。彼女は彼女を守るため命を散らせた母と、その母を守るため最期まで戦った父たる竜の崇高な魂を受け継ぎ人の形を為しながらも竜の力をその身に宿している。その為この世界で唯一人神に背く力を持つ者として神々の監視下に置かれている。,これが望みでしょう？,望みなど、捨ててください
216,[天将]ブリュンヒルデ,5,光,その身に竜の力と人の心を宿した、神々に仕える女騎士。その強大な力は神々の為に利用されており、他の使徒とともに人、そしてドラゴンたちを抑す者として管理されている。しかし彼女は、彼女の両親を葬った神々に対し、その牙を突き立てる好機を、静かに狙い定めている。,私は、全てを許します,この牙で、必ず砕く,牙を、受けろ
217,あまぎ,4,火,ワノクニの第十八代正当王位継承者である、あまぎ。その才力、そして麗しき姿は、もはや歴代最知最麗と謳われた女王、始原帝にも引けを取らず、民衆からの支持もあつい。そんなあまぎには各地の地王たちからの求婚の申し出が絶えず訪れているが、ただ、彼は男だ。,ここは私にお任せを！,やらせていただきます！,任せてください！
218,[麗王]あまぎ,5,火,ワノクニの王は代々女性が継ぐものとして定められており、あまぎも男としての身分を隠し、第十八代王位を継承した。この生き方を望み、ますますの女性らしさを目指すあまぎであったが、しかし、それは即ち始原帝と同様の末路を辿る運命を示唆している。,私が仕留めましょう！,滅せよ、悪しきもの！,みなを、導くため！
219,マクスウェル,4,水,時代の終わりに現れるという「祖龍」の出現、そして動向を観測するという役目を持つ村に生まれた竜人族の青年。彼は永い時を経て構築した、自身の観測式によって「祖龍」を影から操る存在、という可能性に到達し、その真実を実証するため村を後にした。,見苦しい方程式だ,これが最適解だろうな
220,[元老]マクスウェル,5,水,「祖龍」、そしてそれを影から操る存在を突き止めるため数千年にも及ぶ旅を続けてきた観測者。幾度も繰り返される歴史の中で自身の一族は見えざる意思によって淘汰されたが、それすらを観測の一端とすることで、彼はついに影なる存在こそが真の観測者である事実を突き止めた。,…………,ピヨピヨ,ピヨッ
221,空のよりしろ(合成用),6,無,<span style="color:#FF1493"><strong>レベルアップ合成用</strong></span><br class="spacer">ひょんな事から突然生まれた、希少なよりしろ。他のよりしろに比べてやや怠け者。,いきますかー,よっこいせー
222,よりすます(進化合成用),6,無,<span style="color:#FF1493"><strong>進化合成用</strong></span><br class="spacer">聖夜に生まれた、希少なよりしろ。他のよりしろに比べてやや浮かれ者。,くりすますー,じんぐるべー
223,よりのこ（合成用）,6,無,<span style="color:#FF1493"><strong>レベルアップ合成用</strong></span><br class="spacer">新たな年に突然生まれた、希少なよりしろ。他のよりしろに比べてややおめでたい。,あけましたー,よろしっ
224,悪いよりしろ(大成功用),6,無,<span style="color:#FF1493"><strong>レベルアップ合成・大成功用</strong></span><br class="spacer">ひょんな事から突然グレた、ちょい悪なよりしろ。合成素材として使用すると悪さを働き、必ず大成功や超成功にしてくれる。,いかねーよー,おっくうだー
225,[電撃妃]ルシア,5,光,この世のどこかに存在するという「電撃ゲームアプリ」なる写本を求め旅を続ける貴族出身の女冒険家。一説によると、その写本にはこの世の全ての理が記されているといい、それは即ちこの世界の核心である「ドラゴンの目的」を解き明かす鍵となる可能性を秘めている。,手に入れて見せる！,この世の理を、我が手に！,この世の理を、我が手に！
226,[攻略王]リーシャ,5,火,「ファミ通」と呼ばれる特殊な力を用いドラゴンを討伐し続ける法術剣士。その力は術者にとって見えざる第三の眼であり、物事の真理を見極めることから「傍らの法術」とも呼ばれる。代々受け継がれるこの秘術を第832代目当主であるリーシャは歴代最年少で会得するに至った。,いきますよ！,トドメです！,いきますよ！
227,[朱騎士]ラビ,4,火,せめて自身の手が届く範囲の人々を、一人でも多く助けたいと願い、或る地に留まりドラゴン討伐を続ける青年。ドラゴンと人々との戦争は激しさを増し、いまや大陸全土が戦火に巻き込まれている。それでもラビは逃げ出さない。かつて愛したその人が、眠るこの地を離れはしない。,絶対に守ってみせる！,もう誰も犠牲出さない！,俺は諦めない！
228,[蒼騎士]カルル,4,水,昔々の、一つのお話。ある国に、とても美しい歌声と姿を持つ双子のお姫様がいました。人々は皆、彼女たちを海姫様と呼び慕っていましたが、ある日、双子の片方の声が出なくなってしまいました。毎日泣きはらすお姫様。そこに現れたのは、クトゥールと名乗る小さな妖精でした。,勝機はつかむもんさ,というお話だったのさ,あの時も、守りたかった
229,[金騎士]アレクセイ,4,光,騎士王の護衛団員として立派な成長を果たしたアレクセイ。騎士王、そして仲間の団員と共にドラゴン討伐の旅を続ける彼はその道中、自身の故郷の近辺の街で、故郷の村に特異な病が伝染しているという噂を耳にする。護衛団はアレクセイからの提言を受け急ぎ村へと進路をとった。,前線は任せろ！,我が王の為に！,今、傷の手当をッ！！
230,[黒騎士]ヴィクトール,4,闇,村を出て行ったアーヴィングの消息をついに突き止めたヴィクトールは、そこに一驚の光景を見た。彼は今、あのリュドミラ、そしてジグムントと共に旅を続けていたのだ。自分には一度も見せたことの無い彼の笑顔を見たヴィクトールは、自身の心のどこかが壊れるのを感じた。,消えちまえーっ！,うわあああぁ！！,絶対に、絶対に許さない！
231,[白騎士]ユーリー,4,無,ドラゴンの生態を調査していたユーリーはその過程で、怪我を負った一匹の猪竜、通称「バハムートン」を保護していた。そして、この猪竜の肉を狙い、ある料理人が乱獲を行なっているという事実に辿り着いた彼は、その行いを止めるため、ある女性料理人に相談を持ちかけた。,正確さこそ命！,的確に調査するっ！,これも調査のたまものかな
232,[朱槍使]アーロン,4,火,彼が駆けつけた時、彼らのリーダーたる女戦士の息は既に無く、傍らには重傷を負ったラビの姿があった。そこはどう猛なドラゴンの素の中であり、恐らく素の主であったドラゴンは額を弓で射抜かれ事切れていた。辺りには激しい戦いの跡が見て取れ、アーロンは静かに涙を流した。,そこをどけぇ！,まだまだ足りないぜ！,ぶち込んでやる！
233,[蒼槍使]レオニード,4,水,生き残った傭兵たちが全員退避出来、レオニードは安堵した。近頃町を騒がせていたドラゴンの巣穴に向かった傭兵団は、巣穴に潜んでいた思いもよらぬ数のドラゴンを前に敗北。この数はここで止めねば更なる被害が出る。残る手段はこの巣穴を中から爆破して閉じるのみであった。,掃除なら任せときな！,さぁてここらが潮時かね,ま、貧乏くじは任せとけ
234,[金槍使]ロラン,4,光,今や王国の民全てからの憎悪の対象となった騎士王を、一人懸命に支えるロラン。エンゼリカ、アレクセイ亡き今、王の背中を守れるのは己のみと固い決意のもと旅を続けている彼は、その背中に刃を向けるのがドラゴンでは無く民であっても、いずれ全を救う一の為、槍を振るう。,未来の平和のために！,私の力は王のためだけに！,私の命は王と共に！
235,[黒槍使]アーヴィング,4,闇,それは旅の途中の出来事だった。ジグムントとリュドミラの頓珍漢なやり取りに、彼が笑って茶々を入れたその瞬間、両側の森の木の陰から、ほぼ同時に2人の人影が飛び出してきた。片方は、見慣れぬ武器を持つ白髪の軍人、そして剣を握ったもう一人は、親友ヴィクトールだった。,ハ、見えているぞ！,ここから消えろ！,雑魚だな
236,[白槍使]イェゴール,4,無,狩ったバハムートンの数、およそ3000。いまや本職よりもハンターとして広く知られるイェゴール。禁忌であるドラゴン狩りを恐れもせずに行うが、しかしそんな彼についに挑戦状が突き付けられた。それは彼の本職、即ち「料理人」としての命を掛けた料理対決の挑戦であった。,ふむ,これでよい,研いでおくか
237,[朱弓]アナスタシア,4,火,厳しい鍛錬を積む内、仲間の誰よりも強く、賢く成長したアナスタシア。彼女は今、決断を迫られていた。その足元には負傷し気を失った仲間、そして目線の先には今にも襲いかからんとするドラゴンの姿。構えた弓を引くか、震える足で退くか。しかし、彼女に迷いは無かった。,これならどうですか？,退かねば討つ！,容赦はしません！
238,[蒼弓]アーニャ,4,水,ワノクニとの交流回復に向け奮闘するアーニャ。彼女はドラゴンを討伐する傍ら、得た情報をワノクニと共有し、被害を食い止める道を模索していた。しかしそれが封じられた今、ワノクニでは徐々にドラゴンによる被害が増えているといい、彼女は一日も早い交流回復に務めている。,いまだ！撃ちます！,確実な一撃を！,弱点を、射つ！
239,[金弓]エレオノーラ,4,光,愛する者の元を離れ一人で子供を産み、育てている女戦士。五つ子の世話に苦労はありつつも、底抜けの明るさから全くそれを感じさせず、周囲の人間の助けも積極的に得ることが出来ている。しかし子どもたちが寝静まった頃、一人静かに泣いていることは、当人以外誰も知らない。,ビューティフル！,ソーグーッド！,ファンタスティック！
240,[黒弓]リュドミラ,4,闇,同郷の出である槍使いの青年と共に旅を続ける女戦士。その目的は、過去、ある青年を蝕んだ「竜化症」と呼ばれる病の原因究明にある。人を竜へと変異させるとして恐れられているこの病だが、リュドミラが真に悔しいのは、その病が徐々に発症者の記憶を消していくことであった。,あなたに用は無い！,消え失せなさい！,この一撃が生死を別つ！
241,[白弓]エヴァ,4,無,遥か東国での修行を終えた彼女の元に、ある依頼が舞い込む。それは彼女のかつての仲間、イェゴールの暴虐を止めて貰いたい、というものであった。正しき道を外れた者は罰せねばならない。そう決意したエヴァは、東国の伝統儀式、即ち「料理対決」の挑戦状をしたため始めた。,さてどう料理しましょう,味も見た目も最悪ね,狩りも料理の手順の内
242,[朱魔術師]カロル,4,火,かつての仲間たちを捨て、ひとり旅立ったカロル。いつまでも、失くした仲間を想い、その地に留まり、そして涙を流し続ける……その行いに罪は無い。しかし……と彼は考える。数年における日々は、彼の心を大きく変えた。誰より強い心で、彼は自身を必要とする地を目指す。,その命、もらった！,確実に当てる！,約束を果たすまで！
243,[蒼魔術師]キリル,4,水,稀代の才能で港町を大きく成長させたキリル。忙しい日々でドラゴン討伐も出来なくなり、相棒とは数年間没交渉であったが、ある日突然レオニードが彼の元を尋ねてくる。彼は一言激励の言葉だけを残し去っていったが、その変わらぬ友情を再確認しキリルは思わず笑みをこぼした。,運が尽きたな,さぁ、踊れ,貴様は既に策にはまった
244,[金魔術師]ブルクハルト,4,光,ブルクハルトがついに「教国」へと辿り着いた時、すでに旅を始めて十数年の時が経っていた。やっとの思いで見つけたその場所は、しかし既に荒れ地と化しており、生きる者は虫一匹さえ居なかった。放心し膝をつくブルクハルト。と、後ろから猫のような奇妙な笑い声が聞こえた。,まだだ！,まだ負けられないっ！,届いてくれぇー！！
245,[黒魔術師]ジグムント,4,闇,「竜化症」なる特異な病に侵された青年。この病を発症すると、まず激痛と共にその身体を硬い鱗が覆い尽くす。大半はこの段階で命を落とすが、稀にその鱗が一斉に剥離し、代わりに自身の意思に関係なく竜へと変異する発作を起こすようになる。この状態が竜化症の終末期である。,すまない……,ボクも…もうすぐ…,少しだけ…力を……
246,[白魔術師]エフィム,4,無,ドラゴンに乗ってワノクニを目指すため、人とドラゴンとが共存する谷を探す青年。文献上では谷は数百年前に滅んでいるという。しかし父が遺した手記によると、その谷は場所を替え生き永らえていると記されており、驚いたことにその場所はエフィムの住む街と同じ場所であった。,見つけたっ！,辿り着いてみせる！,一斉にいくよ！
247,[焔神絶刀]さくら,5,火,師範として自らの道場を持ち、今や多くの門下生に指導を行う立場となったさくら。門下生を厳しく指導する一方で、にじょうとの間にもうけた二人の子どもにも厳しく凛々しく接している。鬼師範として、そして母として、彼女の優しい怒号が今日も道場に響く。,さぁさぁいくよ！,私はいつだって本気だよ！,ここからが本番さ
248,[水天止水]かすみ,5,水,ある時を境にして異国との交流を一切絶ち続ける政策を取るワノクニにおいて、交流再開を訴え続けるかすみ。大陸からもたらされる品物、そして知識は、その多くが龍退治に有用である事は事実であったが、渡航、及び貿易が罰せられる今、それらの供給は停止してしまっていた。,静かになさい,冥土の土産に教えてあげる,守り切る、あの人のように
249,[天照電閃]つばき,5,光,伝説の料理人の血を受け継ぎ、「光の料理人」として人の世を救い続けるつばき。彼女の料理は皆に、生きる活力、そして希望を与える。同じく料理の道を志すも、闇の道へと入り込んでしまったひめじを思い、いつか彼すらも自身の料理で救ってみせることを夢見ている。,んー、これはよくないよ,生臭さが嫌いなんだよ！,こりゃ美味い！
250,[黒陰全円]あやめ,5,闇,ワノクニの暗殺者として龍を斬り続ける女剣士。幼い頃より共に過ごしてきたゼロシキが旅に出てから、彼の帰りを心待ちにしており、どうしようも無く下手であった料理の腕もほどほどに上達していた。いつまでも待つ、ただそれだけを支えに、彼女はこれからも一人で生きていく。,これで眠ってください,待つのも楽しいものです,足を、斬ります
251,[無影切羽]ぼたん,5,無,里を裏切り、里を壊滅させたことで、方方から命を狙われる女剣士。狂気に走る彼女の力を危険であると判断した里は、彼女の処分を決定したが時既に遅く、彼女は完全なる自我を手に入れており、逆に里が滅ぼされるに至った。ぼたんはいまや、溢れ出る狂気を隠そうともしない。,楽しいねぇ！,斬りたい斬りたい！,もっと斬りたい……
252,[龍頭炎上]にじょう,5,火,妻と子が住む都が、龍によって襲撃されたとの報を受け急ぎ旅先から戻ったにじょう。現れた龍はおよそ三百にも上り、サムライやブシの活躍も虚しく、辺りは地獄絵図のような光景が広がっている。帰るべき場所であった道場が焼け落ちるのを見て、にじょうは悲しき怒号をあげた。,敗北こそ進化！,勝利は時の運なり！,我が戦に一片の悔い無し！
253,[龍血水流]ななお,5,水,水の里の長として、龍退治を指揮する若き頭領ななお。今でこそ里の近隣に現れた龍を、仲間を率い素早く、的確に狩ることが出来るようになったが、しかし過去体感した恐怖そのものを忘れる事は決して無い。その畏れがあるからこそ龍をあなどる者が居れば、彼は厳しく叱責する。,恐れは恥では無い,油断大敵、だ,全力でやるまでだ！
254,[龍眼閃光]ひめじ,5,光,「闇の料理人」として数多の人々を絶望の底に突き落とし続けるひめじ。彼の料理は食した者の心を酷く不安定な状態にし、絶望を与える。しかし真に恐ろしいのは、彼の料理には凄まじい中毒性があるということである。今はいつか、つばきをこの料理の虜にすることを夢見ている。,ふん……素人めが,板前を呼べッ！,なんだ、この食材は！
255,[龍鱗黒艶]わかまつ,5,闇,まつえという若者が調教した、人の言う事に従うドラゴンを一匹奪い取ることに成功した調査兵。そのドラゴンが居れば、大陸に帰り着く事が出来るだけ無く、極めて特異な成果を買われ、勲章を得ることすら夢では無い。わかまつは喜び勇み、大陸目指して飛び立った。,役立たたねぇなおい,さっさと消えちまえ！,役立たずは消えな
256,[龍騎本式]まつえ,5,無,ついに長年の準備を終え旅立つこととなったワノクニの若者。数々の龍と触れ合う中で、彼は龍には龍なりの感情がある事を知った。唯一、一匹だけ心を通わせられなかった凶暴な龍を盗まれてしまったのは残念だったが、異国での龍との出会いに夢を抱き、彼はワノクニを後にした。,さぁて、いくかね,よそ見すんなよー,本気でやらなきゃならんね
257,[焔帝]はるな,5,火,かつて蒼炎の射手として、いせと共にその勇名を馳せたはるな。常に仲間を思い、戦いの中でも、いせと本気で背中を守りあっていた彼女はしかし今、最上の歓びを感じていた。あのいせと戦える。それは彼女にとっての悲願であり、であればこそ、彼女はいせを大切にしてきたのだ。,本気で来なさい！,戦いこそ、天命！,焔帝赤火、打ちます
258,[氷帝]いせ,5,水,はるなが自身に向けて放った矢を、瞬の差でかわすいせ。迷い無きその狙いを見定めた次の瞬間、いせもまた、淀み無く狙いを定め矢を放った……。地に伏すはるなを見下ろすいせ。かつて二人を合わせ蒼炎の射手と呼ばれた栄光を懐かしく思いつつ、彼女はその場を後にした。,慈悲はいらないわね,脆弱ね,氷帝水結、伐ちます
259,[陽帝]みかさ,5,光,みかさは龍鱗病の激痛に耐えながら、約束の場所で三人の仲間を待っていた。始原帝から下された仲間討ちの命に納得のいかない、ながと以外の四人の射手で話し合おうと持ちかけたのだ。しかしその時、既に物陰に潜んでいた三人の弓は、みかさに確実な狙いを定めていた。,身のほど知らずね,く、痛みが……っ！,陽帝護光、射ちます
260,[影帝]ながと,5,闇,せっつが、いせに勝利したとの報が、ながとの元に伝え届けられる。彼女は今後の動向を推測した。それは、日頃から彼女が行なっていることであり、彼女は常にりゅうじょうの為だけに、時にりゅうじょうの意思に関係無く、邪魔者を排除する。そして今回も目標は決まった。,角度誤差、無し,了解、対象を抹消します,影帝無欠、撃ちます
261,[無帝]せっつ,5,無,みかさを仕留めたせっつは、その場に潜む他の射手の気配を探った。森の中にあるこの訓練場跡地では相手の正確な位置は測れない。もし他の二人が共謀していれば、自分もみかさと同じ運命を辿ることになるだろう。しかし幸いにも、その夜そのような状況が訪れることは無かった。,私が仕留めます,幕引きは、今,無帝幽幻、つがえます
262,[武帝朱雀]あかぎ,5,火,あかぎはかつて無いほどの戦意に燃えていた。朱雀の名を冠してから、日に日に自身の呪力は高まるものの、それを本気でぶつける相手は居らず、彼はやり場のない怒りを溜め込んでいた。そこに来て、自身と同等の力を持つ仲間たちと本気で戦える事となり、彼は歓喜した。,我が炎火で燃やす尽くす！,完全燃焼！浄化せよ！,焼き尽くせ、朱雀
263,[大帝青龍]かが,5,水,始原帝より仲間の五神帝、そして五射手を葬る事を命じられたかがは、さっそくその順番を吟味し始めた。必要なのは綿密な計画と、そして確実な手段。逆に言えば、それらのいずれかを欠いた者から脱落するということである。それならば、と彼はまず五射手の処分を検討し始めた。,計略こそ全て,逃れる術は無い,洗い落とせ、青龍
264,[反帝白虎]ちとせ,5,光,「各帝、各帝を葬るべし」。始原帝より下ったその命を、ちとせはいずれ訪れると予期していた。全ての根源たる「魂」。その総量はこの世において不変である。力を持ち過ぎた自分達は既に魂の器として大き過ぎるのだ。つまりこれは間引き。抗えば、より多くの犠牲が必要となる。,見えぬわけでは無いよ,これがあなたの三途川だ,噛み砕け、白虎
265,[廃帝玄武]りゅうじょう,5,闇,迫り来る業火をいなし、あかぎを葬ったりゅうじょう。つい先刻には、ちとせがかがを打ち破ったとの報があった。りゅうじょうは思う。その意味を。どう足掻いても残るのは一人なのであれば、仲間を討ち合う意味は無いのでは無かろうかと……一刻後、そして残りは二人となった。,悪竜発破！,怨敵撃滅！,覆い尽くせ、玄武
266,[天帝麒麟]しなの,5,無,自身以外の四神帝、そして五射手全てがこの世から去り、麒麟の名を冠する彼のみが最後に残った。その意味をしなのは考える。ワノクニは間もなく新たな時代を迎える。願わくば、新たな時代は戦の無い平和な世であって欲しいと彼は願い……その後、残りは零となった。,これが終決の道,輪廻の先に行け,統べろ、麒麟
267,[百獣王]フェンリス,6,火,「神月」の夜、ある少女の純血を飲んだことで完全なる人狼への変貌を遂げたフェンリス。心優しき彼女の人格は消失し、代わりに現れたのは、その凶暴性を微塵も隠そうとしない獣としての本性であった。そして獣は再びその少女の純血を得るため、彼女が待ち受ける地へ疾走った。,どけぇえッ！,貴様の血をよこせぇッ！,血の力を解放するッ！！
268,[邪王]クトゥール,6,水,たとえて「邪悪」。その「妖精」を形容するに最も適した言葉はそれであった。願いを叶えることを条件に人と契約を結び、その身体に乗り移る妖精……それが邪悪なる者、クトゥールの正体である。かつてこの身体の主であった海竜王の姉も失った声を取り戻す為、契約を結んだ。,ニャハハハハハ！！,我が魂に恐怖せよッ！,対価なる魂を貰い受ける
269,[救世王]アルトリウス,6,光,その純真過ぎる正義ゆえ全てを失った騎士王。彼が犯した大罪、そして膨大な犠牲は民衆の失意と憎悪を同時に招き、高潔であった彼を一瞬で失墜させた。しかし彼の心は決して折れない。否、元より心など信念の拠り所では無い。例え心が砕けようともその歩みが止まることはない。,聖剣の力を解放する！,正義こそ世を救う光！,正義の光を、世界に！
270,[魔王]ゼロシキ,6,闇,その強い精神力で、いまだかつて誰も成し得なかった「邪竜の魔眼」の支配に成功したワノクニの暗殺者。圧倒的な力を以ってして、数々のドラゴン、そしてワノクニの龍を狩り倒していた彼だったが、その力の代償によって、最早身体は朽ちかける陶器のように崩れ始めていた。,踊れ……斬竜剣・魔式,魔眼ノチカラヲ見ヨ,止めろ……斬竜剣
271,[饗王]イザナギ,6,火,ボルネギをくし形に斬る。<br class="spacer">ガジャイモは皮を剥いて4等分に斬る。<br class="spacer">竜肉の切り落としとボルネギをいため、サトーとショーユとミィリンで味付け。<br class="spacer">ガジャイモと水を入れて水分が飛ぶまで煮る。<br class="spacer">ホクホク甘めの肉がじゃ完成。,さてコショーを少々,隠し包丁を忘れずに,焼きはじっくり丁寧に
272,[勇者王]ゼッターマン,6,水,※2番<br class="spacer"><br class="spacer">今季の収穫あきらめて、<br class="spacer">加速を続けるその光（ひかり）！<br class="spacer">絶対無敵の勇者王！<br class="spacer">I AMヒーローゼッターマン！！,任務承諾！,絶対正義！,ゼッターーーストーム！
273,[破壊王]ASmk-2β,6,光,対象ノ心肺機能停止ヲ確認。<br class="spacer">181418エラー<br class="spacer">181418エラー<br class="spacer"><br class="spacer">予期せぬエラーです<br class="spacer">ログデータを消去します,ガガ…ガッ…ピー,ガ…ル……トリウ…ズ…,エラー発生　機関暴走
274,[幽王]アヌビス,6,闇,人と人とが争い始め混沌へと陥った「闇の時代」に現れた、死の神アヌビス。世界を浄化すべく使途と共に降臨した彼女は、既にドラゴンたちを圧倒する総力を手にしながら、それを御しきれなかった人間たちの脆弱さを憐れみ、その手に持った「葬送の槍」を振り下ろした。,永遠の眠りを与えましょう,この世界を浄化します,これが浄化の光です
275,[復讐王]グリムドア,6,火,傷が疼く。ある「神月」の夜に貫かれた腹の傷はほぼ癒えたものの、心に残る愉悦はいまだ消えず、それを思い起こす度、グリムドアは傷の疼きを感じていた。初めて遭遇した狩猟者同士の対峙。恐怖と高揚がないまぜとなったその感情を今一度味わう為、彼女はその地で人狼を待つ。,くく、面白いねッ！,もっと命のやり取りをッ！,じわじわ喰い込む
276,[海竜王]リヴァイア,6,水,仲間の犠牲を踏み越え、ついに邪悪の化身「悪食王」と対峙したリヴァイア。彼女は震える手で弓を引く。しかし、決して矢を放つことが出来ない。それが、目の前で猫のような奇妙な笑い声を上げるその邪悪な存在が、彼女のかつての双子の姉である事に依るのは、明白であった。,射抜け、翠竜弓！,私が決着をつけます！,もう苦しませはしない！
277,[覇王]宝条まゆ,6,光,未来からやってきた宝条まゆは、近頃自分の体の動きが鈍いと感じていた。村の鍛冶屋で身体を診て貰うと、どうもこの時代の油の純度が低いのが原因である模様。ワノクニという土地では純度の高い油を精製出来ると聞き及び、彼女は取り急ぎマッハ20で油を取りに飛んでいった。,マジでKILLする5秒前！,チョ～ベリーバルカン！,マジ９K
278,[帝王]クロノ,6,闇,「咎人」たちを率い、自らが所属していた機関に反旗を翻した元・処刑人。彼が新たに作り上げた組織には、「竜化症」なる病に侵されドラゴン化した青年や、「邪竜の魔眼」と呼ばれる生物兵器をその身に宿したワノクニの女剣士など、禁忌を犯した者たちが多数在籍している。,100年早い！,華麗に散れ！,1000年寝てろ,刻限にはまだ早い、かな
279,[縛王]ヴェルベット,6,火,その昔、「クトゥール」なる妖精と契約を結び、自我を奪われこの世を恐怖の底へと落とし入れたヴェルベット。イデアによってその身体からクトゥールを引き抜かれた際、彼女の魂の一部も同時に引き剥がれ、本来の力と記憶を失っていた。しかし今なぜかその記憶が戻りつつある。,皮肉なものね……,そろそろ眠りなさい,おやすみなさい
