no,name,rarity,attribute,story,cutin1,cutin2,cutin3
911,忘却のよりしろ,6,無,<span style="color:#FF1493"><strong>デラックス合成リセット用</strong></span><br class="spacer">人工的に造り出された科学の結晶たるよりしろ。デラックス合成にて素材にすることで、ベースユニットがデラックス合成によって増加していた全ての値（強化値、強化回数）をリセットする。<br class="spacer">※合成に使用した金額、デラックス合成用ユニットは還元されません。ご注意ください。,ドワスレー,ナンダッケー
912,[毒王]ヴェノム,5,闇,毒。人の体を、中から芯から侵し尽くし、やがて命も喰い破るもの。血を固める毒、皮膚を溶かす毒、光を奪う毒、枯れ果てる毒。過去、彼が創り出してきた毒たちは皆一様に、感染した者に永久の苦痛を与え、そしてそののち命を奪う。殺すだけでは満足出来ない。苦しみ、果たして何も出来ず最後は絶望の内に尽き果てる。その一連がヴェノムの芸術であり、単に殺すだけの毒を彼は好まない。ゆえについに完成した「心」すら侵すその毒は、彼にとっての生涯最高の作品となった。,毒をもっテ毒ヲ制す……,毒だケが僕ノ友達なンだ,僕の毒ヲうけテみるかイ？
913,[毒々王]ヴェノム,6,闇,帝国の地下研究所。その存在を把握するのは、彼と一部の高官のみ。其処でヴェノムは毒の精製を行っていた。長らく保存されてきた、或る一つの血清。その血清に含まれている「竜化結晶」の抽出と、毒への再転換に成功した彼は、次に其れを試す為の人選を始めた。自身と近く、経過が観察出来る対象。戸を叩く。戸が開き、妻と子どもがヴェノムを迎える。妻の腹には二人目の子。やがてシグムントと名付けられる、その子が眠る腹に手を当て、ヴェノムは静かに微笑んだ。,毒を愛シ毒ヲ制す……,毒だケが僕ヲ愛しテくレる,僕の毒デ侵しテあげヨう
914,[白炎将]セツリ,5,火,業火が城を燃やし尽くす。肩から胸にかける傷の、焼け付く痛みが身体に走る。足を引き摺り、血を流し、火煙が喉と肺を灼く。それでも背負った妹を、セツリは決して投げ出さない。あの日から、姉として、或いは母の代わりとして、時に優しく、時に厳しく、ただただ想い、接してきた。己一人の命など、今更惜しむ事はない。血に濡れた手で、壁を伝い、そののちやがて静かに妹を下ろす。霞み始めた視線の先には、憤怒に燃える神が居た。そして最期の弓が引き、放たれる。,私が守る、あの子の命,射抜き、貫き、燃やし尽くす,立ちはだかるなら、灰にする
915,[白焔将]セツリ,6,火,風がきいきい、鳴っている。人里離れたその村は静かに機会を伺っていた。鋭く研いだその牙を、神の喉首に突き立てる刻を。そうしてやがてその日は来た。村人たちの喉首に、二人の使徒の裁きの爪が、深く静かに突き立てられた。やがて村を覆った静寂の中、赤子が母を呼ぶ声が小さく小さく響き渡る。村外れの廃屋の中、赤毛の赤子は其処に居た。顔が血に濡れ泣いている。その顔に向け、セツリが静かに弓を引く。不意に赤子が、泣き止み笑う。風が、きいきい、鳴っている。,これが私の生きる責,覚悟の為に、弓を引く,一切合切、容赦はしない
916,[突針王]キツツキ,5,火,或るところに流浪のサムライが居た。様々な土地に現れては、瞬く針の離れ業で、名だたる剣士や或いは龍を次々打ち貫き、討ち果たしていく。いつしかその名は広く伝わり、その妙技から、人々はサムライの事を「キツツキ」と呼ぶようになった。キツツキに挑む者は昼夜を問わず現れたが、決して隙を見せること無く、それらの全ては打ち負かされた。と、そんな中、キツツキの元に異国風情の男が現れる。彼は言った。海の彼方の西の大地に、貴方より疾い「がんまん」が居る、と。,安心しな、峰打ちだ,俺に名は無ぇ、好きに呼びな
917,[衝針王]キツツキ,6,火,自前の椀にて七十五日。ようやく「西の大地」に辿り着いたキツツキは、早速手厚い歓迎を受けることとなった。囲むは五人の「がんまん」たち。それらが銃を抜いた瞬間、目にも止まらぬ疾さの針が、全ての銃の口を打った。たまらず銃を落とす五人。すると今度は、拍手と共に一人の女が姿を現した。女は自身を「まりあんぬ」と名乗り、キツツキをある男の元へ案内するという。噂に名高き伝説のがんまん、「どん、ぽるた」との闘いが、そうしてついに幕を開ける。,悪いが俺ぁ不器用なんでね,手加減は仏さん次第だ
918,[仁義王]クロシオ,5,水,「A・スミス貿易真社」。人買い、略奪、資源の密輸と、そのとどまる事を知らない数々の悪行の中にあって、クロシオは唯一の良心といえた。貧しき者から奪うこと無く、無駄に命を奪うこと無く、それを貫き、真社が取り仕切る流通を整備し、一定の調和を保っている。「いつしか正しきその道へ」。それがクロシオと、先代であったエルフィ・アポロースとの誓いの言葉であった。だが彼女亡き後、クロシオを除く「旧五豪」が謎の死を遂げ、組織は再び闇へと疾走り出していた。,じゃけん、ゆうたじゃろ,誰にものぉいいよんなら
919,[刃義王]クロシオ,6,水,クロシオを含む新たなる「五豪」は、懸念した通りの面子となった。裏切り、翼狩り、血染め、終末、そして人喰い。真実はどうあれ、自身を含めいずれも劣らぬ大罪人であり、それはまさに今後の組織の在り方を物語っていた。悲嘆に暮れるクロシオであったが悪い報せは更に重なる。それは、かつての戦友の突然の死。何者かの襲撃に遭い命を落としたという。剣鰐種の主であった友が、老いたとはいえ討たれた事に、クロシオはどこか不穏な臭いを嗅ぎ取っていた。,どこで道ぃ間違えたんかの,おどりゃ、かちくらわすど！
920,[聖盃王]カリス,5,光,カリスはリリスの対を成す、最古の在来種だった者である。今は既に存在しない。人との恋に堕ちたカリスは、禁忌を犯し葬られた。葬ったのは他の最古種たちである。最古の種は、主に「東の大地」に棲息するが、カリスは好んで「西」に棲み、そのため古くの時代から、各文献にてその存在を確認する事が出来る。人の世の王に恋をしたカリスは、自らの聖杯を差し出すことで、その王の愛を得た。ゆえにそこから、最古の七種と、カリスと、王の、悲劇の幕が無慈悲に上がった。,貴方に全てを、捧げます……,皆様……ごめんなさい……
921,[聖杯王]カリス,6,光,カリスが手にした杯は、決して聖なる其れでは無い。その杯を満たすのは、地に撒かれれば土を腐らせ、人が浴びれば灰になる、げに恐ろしき液体である。しかし、その杯を介して飲めば、不老長寿の効能を得るともされ、ゆえに其れを巡って大きな争いが起きた。尚、その液体は、正確には液体金属の一種であり、それが凝固し聖杯の形状を保っている。そして其れは、カリスの血液そのものである為、「手」から放れると同時に凝固の特性は失われ、液体へと戻る。,聖なる杯を、貴方に……,この血は決して……終らない
922,[百花王]エマ,5,光,<span style="color:#FF1493"><strong>☆エマ・フリードのお花育て方講座☆</strong></span><br class="spacer">みなさんこんにちは～！あなたの街のお花屋さん、エマ・フリードでーす！さぁ今日は、基本的なお花の育て方についてレクチャーしちゃいますね～？まず、お花に大切なのは「お水」と「おひさまの光」、そして「エマ特製の竜肉肥料」でーす！お水を適度にあげたら今度は外に繰り出して適度なお肉を見つけましょう！なるべく色々混ざったお肉がオススメですっ！それを土に混ぜ込んで、後はいーっぱいおひさまの光に当てましょ～！,血肉は残さず花のゴハンッ☆,わぁ！肥料がたっくさーん☆,よ～し！今日はミンチだ～☆
923,[猟乱王]エマ,6,光,<span style="color:#FF1493"><strong>☆エマ・フリードのお花育て方講座☆</strong></span><br class="spacer">みなさんこんにちは～！あなたの街のお花屋さん、エマ・フリードでーす！さぁ今日は、ちょっと上級者向けかな～？お庭のお花畑造りをレクチャーしちゃいまーす！まずはお庭に大きな穴を掘る！そしたら竜の頭を擦り潰した特製ミンチを流し込みますっ☆その上に土を掛けたら今度は竜のお腹をざっくり裂いて内臓を全部入れちゃいましょー！上から土で固めたら、種を蒔いて、最後に竜の血を、ジョウロでやさしくかけたら完成～ッ！,竜の目玉は花のご馳走ッ☆,わぁ！花の餌がいっぱーい☆,よ～し！今日はBBQだ～☆
924,[子狐王]クレナイ,5,火,幼き頃のクレナイは、二人にとても憧れていた。「てんぐ」の娘べんてんと、「ひてん」の嫡男アシュラの姿に。二人よりも一族の位が低いクレナイであったが、べんてんとアシュラはそんな事も一切気にせず、毎日毎日、日が暮れるまで共に過ごして、共に育った。だが時は経ち、心は変わる。変化したのはクレナイであった。翼を持たぬ劣等感は、彼が位を気にする様に、過剰に思い、詰めるように、心の様を変えてしまった。そうしてやがて憧れが、一つの狂気に変わりゆく。,ぼくだって……翼が欲しい,どうしようもなく、劣る……,劣っているのは……僕なのか？
925,[妖狐王]クレナイ,6,火,古来より、翼を持ちし者が上、翼を持たざる者は下、と、そういう定めの元に育った。「てんぐ」と「ひてん」の一族は、持たざる狐一族を、足蹴に今日まで生きてきた。自分が持たざる者ならば、全てを持たざる者にすれば良い。クレナイはついにそういう解に至った。ゆえに、手を取る相手を彼は選んだ。無邪気な笑顔の「てんぐ」でも無く、頼れる笑顔の「ひてん」でも無く、歪んだ笑顔のその「神」の、手を取り此の地の頂を、己の足で踏むと決めた。,ぼくが翼を、踏みつけてやる,降りてこい……持つ者たち,おちろ落ちろ堕ちろ墜ちろ！
926,[忍王]シノブ,5,闇,<span style="color:#FF1493"><strong>忍之秘技・風迅之術</strong></span><br class="spacer">こ　とひ。るあでのもるすりなるげ逃りなるす撃<br class="spacer">の　た　　　　　　　　　　　　　　　　　　攻<br class="spacer">術　び　くら恐、だた。うろあです出け曝を　に<br class="spacer">は　術　己　　　　　　　　　　　　　　隙　隙<br class="spacer">、　が　も目を回すので注意されたし。　ち　の<br class="spacer">相　発　　　　　　　　　　　　　　　　ま　そ<br class="spacer">手　動すれば相手はたまらず目を回し、たち　、<br class="spacer">の　　　　　　　　　　　　　　　　　　　　せ<br class="spacer">視界に錯覚を巻き起こすことで、その感覚を狂わ<br class="spacer">,にんぽう、しゅりけん！,これが、しのびのわざなり！
927,[忍者王]シノブ,6,闇,<span style="color:#FF1493"><strong>忍之秘技・霧隠之術</strong></span><br class="spacer"><span style="color:#878787">この術は、まるで霧に隠れるかの如き術であり、</span><br class="spacer"><span style="color:#b9b9b9">その　　　　は　　である。発動には　や複雑な</span><br class="spacer"><span style="color:#b9b9b9">手順を要す　ため、ここにその詳細を書き記す。</span><br class="spacer"><span style="color:#b9b9b9">まず、と　　　　　に　　　を混ぜ　わせる。の</span><br class="spacer"><span style="color:#c8c8c8">ち　　となり、　　　か　　。また、女湯　　　</span><br class="spacer"><span style="color:#d2d2d2">ところで　　になり、すぐに気分が良くなってく</span><br class="spacer"><span style="color:#d2d2d2">るので　　　を　　する。あとは　すれば月の　</span><br class="spacer"><span style="color:#d2d2d2">　　　　　　　　　女湯　　　　　。　　　　　</span>,りんぴょーとーしゃー！,ひじゅつ、だいしゃりん！
928,[純心王]ヴィンセント,5,火,ヴィンスは静かにその刻を待つ。それは永きに渡る復讐の幕。彼ら一族が待ち望んだ、再帰を賭けた計画の大詰めであった。ヴィンス率いるバッファロー家が元来治め、しかして奪われた、其の地を取り戻すための戦い。対する敵は強大なる「帝国」。その圧倒的軍事力の前に、八年前の若きヴィンスは為す術もなく敗北し、妻と子どもは捕らえられた。だが、それら苦汁も今日で晴れる。頼もしき、新たな仲間が今は居る。ヴィンスは、傍らに居るドーラと共に剣を片手に立ち上がった。,お前と会えて本当に良かった,さぁ征こう、友よ！
929,[純真王]ヴィンセント,6,火,ヴィンスは敵を斬り伏せつつ帝国基地の奥へと進む。南門から彼が進み、逆の北門からドーラが攻め込む、二手に分かれる作戦であった。ヴィンスは確かな手応えを感じつつ、妻と子の待つ牢を目指す。次第に兵は少なくなり、ヴィンスの速度は更に増す。牢の前、既にドーラは待っていた。と、頭上より、突如鉄のオリがヴィンスを囚える。驚くヴィンス。しかしドーラは、彼女は悪魔のような笑みを浮かべる。そしてその眼前の、彼の妻と子、その首二つに彼女の両手の剣が振られた。,貴様ァ！謀ったなぁああ！！,そんな……馬鹿な……
930,[古獣王]パピルス,5,水,「東の大地」。未だ謎多きこの大陸の中で、更に輪をかけ謎に満ちた領域がある。それが大陸北端に位置する「バビロディアスの塔」、及びその周辺一帯の領域である。この塔には、最古の在来種の一体であるパピルスが棲息しており、またその従属たる獣人の姿も幾体か確認することが出来る。だが、それらの個体と直接接触することは難しい。なぜなら塔の周囲には常に高濃度の「残留物質」が漂流しており、それによりこの塔唯一の門への道が、事実上閉ざされているからである。,……立ち去れ、此処より,…………喧しき、者よ
931,[幻獣王]パピルス,6,水,世界最古の獣人であるパピルスは、その棲息地柄、目撃例も非常に少ない。前記した、従属である四体の獣人と共に「バビロディアスの塔」から外に出ることは無く、常に塔、及びその周辺の領域を監視している。尚、「残留物質」に囲まれた塔に、ドラゴンが近寄ることはほとんど無く、それもパピルスが塔に棲み着いた理由であると予測されている。尚、パピルス及び従属である四体の獣人ともに、非常に高い知能を有し、言語を越えた意思疎通を図るというが、詳細は不明である。,……消え去れ、此処より,………五月蝿き、者よ
932,バーナー,4,火,<span style="color:#FF1493"><strong>愛しの姫君へ</strong></span><br class="spacer">姫よ！<br class="spacer">我が求婚を受け入れてはくれぬだろうかッ！？<br class="spacer">貴女の為ならたとえ火の中、煮え湯の中ッ！！<br class="spacer">獄炎の地がたぎる頃、東のマグマの池にて待つッ！！<br class="spacer"><br class="spacer">バーナー・ド・ヴォルカーノ,熱き想い、貴女に届けッ！！,もっと熱くッ！,燃え上がれ、この想いッ！
933,[焔騎士]バーナー,5,火,<span style="color:#FF1493"><strong>我が愛しの姫君へ</strong></span><br class="spacer">姫よッ！我が愛しの姫君よッ！！<br class="spacer">我が灼熱の愛がどうして伝わらぬのだろうか！？いや待てもしや！我が愛の熱さゆえ、貴女は怯んでしまったということかッ！ご安心あれ！この熱が、たとえ貴女の心を焦がしても、その身は優しくこの胸に抱きとめてみせようッ！<br class="spacer"><br class="spacer">バーナー・ド・ヴォルカーノ,想う気持ちが心を焦がすッ！,もっともっと熱くッ！,愛の焔で燃やし尽くすッ！
934,[獄炎騎]バーナー,6,火,姫よッ！何故だ！何ゆえ我が愛、受け入れてはくれないッ！？いや待てもしや。姫よ、まさかほかにも男が居るんじゃなかろうか？なるほどそうかそういうことか、全くもってそうに違いないッ！ゆえに我が愛、受け入れられぬと、そういう道理を抜かしのたまうとッ！？まったく笑止！ならばその者、葬り去るのみ！貴女の愛はこの俺が、必ず勝ち取り掲げてみせるッ！ただもしそれが叶わぬのならいっそ貴女を火あぶりにし、遺った灰をこの胸に抱き、獄炎の地に永久の愛を誓おうッ！,貴女を永久に愛してゆくッ！,熱くッ熱くッ熱くッ熱くッ！,その身も心も灰になれッ！
935,コールディ,4,水,<span style="color:#FF1493"><strong>麗しき姫君へ</strong></span><br class="spacer">おぉ、姫よ……。<br class="spacer">この私の愛に、お応え頂けませんでしょうか？<br class="spacer">貴女の為ならたとえ吹雪に呑まれようとも……。<br class="spacer">氷晶の地が氷る頃、西の奈落のクレパスにてお待ちしております……。<br class="spacer"><br class="spacer">コールディ・ラ・フロースト,私の愛に、貴女は凍える……,もっと冷たく……,凍り付け、この想い……
936,[氷騎士]コールディ,5,水,<span style="color:#FF1493"><strong>私の麗しき姫君へ</strong></span><br class="spacer">おぉ、姫よ……。私の麗しき姫君よ……。<br class="spacer">どうか、私の愛の冷たさに脅えないでください。それとも私を想うゆえ、貴女は隠れて出てこないのでしょうか？あぁどうか、ご安心ください……。この愛の吹雪が世界の全てを凍りつかせてしまっても、貴女だけは決して凍らないよう、私のこの手で抱きとめてみせます……。<br class="spacer"><br class="spacer">コールディ・ラ・フロースト,さぁ、凍え、震えなさい……,氷のように、雪のように……,愛の吹雪が全てを氷に……
937,[氷晶騎]コールディ,6,水,姫よ私の愛に応えてください。私がこんなに想っているのにそれに対して無礼で恥ずべき行為だと思わないのでしょうか。それとも私以外に想い人でも出来たのでしょうか。まさかそんな事は無いと私は貴女を信じていますがそれでも万に一つの場合もあります。そんな者が存在するならば私は其れをこの凍土の海の底に沈めてみせます安心して見守っていてください。それが無理ならいっそ貴女を吹雪に投げ出し氷漬けとなったその身をこの手で抱き氷晶の地に永遠の愛を誓います。,これが氷漬けの愛、です……,貴女を永遠に愛しましょう,その身も心も凍り付け……
938,[惚姫]イヴリィ,6,水,或る所に、とても綺麗なお姫様が居ました。姫は困っていました。その美しさゆえ結婚のお願いが絶えません。しかし彼女はその申し出の多さに困っているのでは無く、求められれば誰でも構わず好きになってしまう、自分の性格に困っていたのです。そんな折、姫の元に、更に新たに二人の王子が結婚のお願いを申し出ました。「炎」と「氷」の大地からやって来たその二人の王子の、そても熱烈、或いは冷徹な振る舞いに、困り事など瞬時に忘れ、姫の鼓動は高鳴る一方です。,互いに恋せば、愛、ですわ,恋、しちゃいましたわ！,恋は盲目なんですの……
939,[炎氷姫]イヴリィ,6,水炎,と、その前に、姫は自身がやらねばならぬ事を思い出しました。即ち今、姫のお城の秘密の地下室、そして眼前に在る八の王子。彼らからの結婚の申し出に対し返事をせねばなりません。王子たちから流れ出る真紅のヴァージンロードが、姫の足元へと延びてゆきます。しかし、彼女の答えは全て否。誰一人として姫の期待に応えることは出来ませんでした。それでも姫はめげません。今新たに、自ら其処へ飛び込んでこようとする炎と氷のヴァージンロードを、今か今かと待ちわびます。,愛こそ全て、ですわ！,あぁ、全ての愛を喰らいたい,愛という名の鎖ですわ……
940,[子]コザメリ,1,水,その名の通り、ザメリの子ども。名付け親はザメリである。ザメリ家の第一子であり、将来的にはザメリのあとを継ぐことを期待されている。尚、ザメリと違い好奇心旺盛ではあるが、ザメリと同じく飽きっぽい性格でもあり、ザメリはその育成方針に難儀している。また、ザメリが少しでも目を離すとすぐ迷子になってしまう為、その度いつもザメリを困らせている。,だぼっ！,あ、ちょうちょ
941,[父]ザメリ,6,水,我が子の危機を救うため、目覚めしザメリの真の姿。本来であれば子の誕生、或いは他にも自身にとってかけがえの無い存在が現れた際この姿になるはずであったが、臆病な性根がその覚醒を押し留めていた。尚、姿形の変化と同時に心の汚れも洗い流され、非常に清らかな精神を持つに至っている。,父として……人としてッ！,俺が必ず救い出すッ！
942,[ゆうしゃ]あると,5,光,「鈍色の魔王」を打ち倒すべく、従者たる騎士えんじぇりかと共に旅に出た勇者。幼き頃に受け継ぎし剣の加護を受け、いずれ復活するとされてきた魔王を封じるべき者として育てられてきた。その大いなる責務とは裏腹にとても消極的な性格をしており、王も、あるいは多くの民も、あるとの真なる心のあり様には気付いていない。しかし唯一、その生き方を強いてしまった、幼なじみたるえんじぇりかのみが「勇者」の真の姿を知っている。そしてそれが、決して変わり得ぬことも。,僕には……まもる責任がある,もう……たたかいたくない
943,[きし]えんじぇりか,5,光,勇者あるとに仕える騎士。突如として復活した、「鈍色の魔王」を討ち倒すため勇者と共に旅に出た。伝承に残る「魔王」はこの世の全てを「灰色」で埋め尽くす存在と云われており、過去、その恐るべき力により幾つもの地が滅びを迎えた。そして今、えんじぇりかの住む金色の大地にもその魔の手は迫りつつあり、ゆえに現王、即ち勇者の父は、次代の王たるあるとと、その従者えんじぇりかに対し、魔王討伐の任を与えた。,主のために！ぜったい！,とどけーッ！！
944,[赤砂王]セキト,5,火,戦の終結から、およそ十五の年が経った。大陸全土かに刻まれた戦火の爪痕はいまだ癒えず、貧困そして混乱が此の地ワノクニに住む者の、心と身体を徐々に蝕んでいた。自然、帝に反する暴徒の衆も現れる。セキトは其れを率いる頭目であった。砂漠の民たる彼にとって神との戦、並びに貧困は、直接さほど関わり無い。にも関わらず自己顕示、或いは若気の至りゆえセキトは同士を募り、帝が座する「始聖宮」へと、面白半分乗り込んだ。だが、その眼前に一人の烈なる男が立つ。,はッ……偉そうにしやがって,年寄りは引っ込んでやがれ！,行くぜ、赤砂ッ！
945,[赤錆王]セキト,6,火,「始聖宮」。ワノクニ全土の政を掌握するその場所に仏頂面のセキトは居た。否、彼だけで無く、帝を守護する八の「刀」がその場に一斉に出揃っていた。その顔は皆一様に曇っており、はたまた、等しき課題に頭を悩ませていた。即ち果たして、倒れた帝に誰が代わり、事態を収め整えるのか、と。八つの視線が交錯し、八つの口は閉じたまま。しかしセキトの頭には、他とは異なる懸念の煙が立ち込めていた。即ち誰が、或いはどれが、どの「刀」が、裏切り、帝を斬ったのか、と。,ったく全然気に入らねぇ……,もっと労え年寄りをよぉッ！,征くぜ、赤錆ッ！
946,[幸運王]テルル,5,闇,<span style="color:#FF1493"><strong>[きょうのしあわせ！]</strong></span><br class="spacer">・となりのおばあちゃんの具合がよくなったよ！<br class="spacer">・子ねこの面倒をみてくれる人がみつかった！<br class="spacer">・ゼゼおじちゃんのお店は、だいはんじょう！<br class="spacer">・キルヒとマリィが仲直りできました！<br class="spacer">[そのほかのこと]<br class="spacer">・ちょっとびょうきになりました。<br class="spacer">・こんどのおうちもおいだされちゃいました。<br class="spacer">・おさいふおとしちゃいました。<br class="spacer">・みんなにきらわれちゃいました。,だいじょぶ　だいじょぶ！,あたしぜんぜんへいきだよ！
947,[幸福王]テルル,6,闇,テルルが生まれたその時から、テルルの周りに居る者たちにはとめどない｢幸運｣が訪れた。不治の病は完治に至り、枯れた店屋も大繁盛、失くしたものはすぐに見つかり、ともかく皆が幸せになる。テルルはその風景が好きだった。皆が満たされ、笑いあう姿。それが見れれば満足だった。たとえそのあと理由無く、石を投げられ怪我しても、雨降る夜に宿から締め出されても、罵声を背に浴び街を出ても、それでもテルルは笑顔を忘れず、ただ皆の幸せを、ひとりぼっちで願っている。,へっちゃら　へっちゃら！,さびしくないもん！
948,[纏竜王]リューシュ,5,水,ったく、ツイて無ぇったらありゃしねぇぜ。帝国の奴らにぶった斬られた時、俺ぁ覚悟をしたわけよ。あぁこりゃ死んだなって。だからよ、せめても一牙報いようと力の限りを振り絞って、兵士の一人も道連れにしてやろうと思ったのさ。正面、俺に憐れむ目なんか向けやがって。その優男に、俺ぁ目を付けた。勢い飛び出し、そいつの右腕かっ喰らって、それでもそいつは目を離さなかった。右腕失くして、優い目向けて、俺の頭に撃が疾走った。それきり視界は真っ暗闇さ。,戦闘、開始……,姉さんごめん……僕……,この手……ご飯が食べづらい
949,[纏龍王]リューシュ,6,水,ったく、ツイて無ぇったらありゃしねぇぜ！トドメ刺されて、いよいよこの世とおさらばだなぁ、なんて耽ってたらよぉ、まさかてめぇを殺した優男の右腕になっちまってんだからな。帝国の科学者どもは一体どういう神経してるんだか。しかも試験だかなんだか知らねぇが、今度はこいつの命を狙いやがる。おまけに人の言葉も分かるようになっちまったってのがまさに運の尽きよ。こいつが毎日毎日姉さん姉さんうるせぇのなんのって。あぁあぁ、こんな具合で俺のお先は、真っ暗闇さ。,耐久試験……突破しないと,姉さん……驚くかなぁ……,この手……顔が洗いづらい
950,[騎后王]オフィーリア,5,光,王の眼前に竜の口が迫る。それは他国との議会に参じた帰りの道中に起こった。突如、砕かれ裂かれる馬車。王が乗った其れが竜による奇襲を受けた。二十の護衛も全て地に伏し彼がまさに死を受け容れたその瞬間、一刀の元、竜の頭部は宙を舞った。唖然とする王。その目の前で一人の騎士がかしずいている。救援の遅れを詫びるその者に、王の視線は釘付けられた。それが、当時既に過去最年少で騎士団長の座に就いていたオフィーリアと、齢僅かに十三の若き王との出会いであった。,我が力、王の為に捧げん！,下がれ、貴様ら,光よ、我らを護り盾となれ
