no,name,rarity,attribute,story,cutin1,cutin2,cutin3
1411,[黄金騎士]Faust,6,水,乙女の花園「D-Club」にて不動のナンバー１として君臨するシュヴァリエ、それがファウストである。彼の手に掛かれば如何に陳腐で退屈な晩であろうと、たちまち輝く黄金の夜へと変わる。その手腕をして、ついた異名は「深夜零時の錬金術師」。今宵も数多の乙女たちが、ファウストの創り出す黄金色の一時に照らされ輝きを取り戻す。しかしそれはあくまで表の顔。彼にはこの花園を奪い取るという、隠されたもう一つの顔があった。,私は貴方に全てを捧げます,創りましょう、黄金の夜を,ギハハハハハ！！
1412,[騎士]Oz,5,光,<span style="color:#FF1493"><strong>[Chevalier's Profile]</strong></span><br class="spacer">本名：■○△・オズワルド<br class="spacer">年齢：ひみつ<br class="spacer">身長：１９２（帽子無し）<br class="spacer">体重：６２<br class="spacer">趣味：外科手術、裁縫,さぁ、外科奇術の時間だよ,君のハートがボクは欲しいな,おっと、恋の急病患者かな？
1413,[奇術騎士]Oz,6,光,誰が頼んだわけでもないが、自ら乙女の花園「D-Club」の非常勤を買って出たシュヴァリエ、オズ。その接客スタイルは独特であり、特に、得意の外科手術と裁縫を駆使した乙女へのプレゼントが、気味悪がられ不評を買っている。また、事あるごとに「兎も驚くビックリマジシャン」を自称し、自らの体を切断し元に戻す、という奇術をおもむろに、かつ得意気に披露し始めるが、残念ながら成功した所を誰も見た事が無い。,さぁ、恋の回診を始めよう,ボクのハートを君にあげるよ,残念、恋の病は直せないんだ
1414,[騎士]G.S,5,火,<span style="color:#FF1493"><strong>[Chevalier's Profile]</strong></span><br class="spacer">本名：G.S<br class="spacer">年齢：不明<br class="spacer">身長：１８１<br class="spacer">体重：８２<br class="spacer">趣味：煙草、生花,おっと、煙草はやめとくか,黙って俺について来いよ,狙いは絶対外さねぇ
1415,[朱炎騎士]G.S,6,火,乙女の花園「D-Club」一の肉体派シュヴァリエ、G.S。元傭兵の彼が織り成す野性味溢れる接客術は、かの歴戦の乙女たちすら、軒並み打ち抜く破壊力を持つ。併せ、さらけ出す逞しき肉体、それでいて繊細な心配り。乙女たちだけに留まらず、他のシュヴァリエや見習いたちをも魅了する彼を「花園の紅き宝石」と呼ぶ者も少なくない。事実、彼を巡っての争いが、昼夜男女を問わずして、常に花園には巻き起こっている。,四の五の言わずついて来い,悪いが、俺の隣は予約済みだ,この引鉄を引くのはお前だ
1416,[見習い騎士]Rabi,4,火,<span style="color:#FF1493"><strong>[D-Club 01]</strong></span><br class="spacer">「シュヴァリエ」とは、乙女の花園『D-Club』へと来館した乙女をもてなす、騎士の事を指す。通常そのキャリアは「見習い」から始まり、様々な厳しい試練を突破することで、一人前のシュヴァリエとして認められる。尚、他館での実績、或いは在籍シュヴァリエの推薦がある場合、この限りでは無い。,いつか必ず夢を叶える！,俺だって受け止められるさ！,乙女の為に尽くすのみさ！
1417,[見習い騎士]Nanao,4,水,<span style="color:#FF1493"><strong>[D-Club 02]</strong></span><br class="spacer">乙女の花園『D-Club』での「お会計」は、各「見習いシュヴァリエ」が「乙女の愛」を、その身をもって全て受け切る事で完了する。尚この際、乙女は「もてなし」の満足度に応じ、支払う愛の強さを上乗せする事が礼儀とされている。,如何なる乙女も俺は許す,この身朽ちるまで愛を受ける,恋をするのは恥では無い
1418,[見習い騎士]Chitose,4,光,<span style="color:#FF1493"><strong>[D-Club 03]</strong></span><br class="spacer">現在、乙女の花園『D-Club』に在籍するシュヴァリエは合計38名となり、そのほぼ全ての者は、シュヴァリエ以外の職を持つ。便利屋、花屋、海賊、医者、殺し屋、泥棒、探偵と、その職種は多種多様であり、それらで培った業が、「もてなし」に活かされることも少なくない。,見えぬからこそ楽しいのです,命短し恋せよ乙女、とね,この眼に映るは美しき花
1419,[見習い騎士]Smith,4,闇,<span style="color:#FF1493"><strong>[D-Club 04]</strong></span><br class="spacer">乙女の花園『D-Club』のオーナー「D」は、既に幾年も人前に姿を現していない。噂によれば『D-Club』への来館を重ねることで会う機会を得ることが出来るというが、未だ果たした者は無く、真偽のほどは定かではない。,面倒くせぇ……,適当に楽しめ……,ったくなんで俺がこんな……
1420,[総括騎士]Cypher,5,水,<span style="color:#FF1493"><strong>[D-Club 00]</strong></span><br class="spacer">「総括騎士」とは、乙女の花園『D-Club』に在籍する、見習いを含めた全ての「シュヴァリエ」を統括する任を受け持つ者を指す。統括騎士はシュヴァリエとして一等級の素質を持ち、かつ、オーナーからの直接指名によって決定される為、一シュヴァリエになるよりも、その難度は高い。,騎士たる使命を僕は果たす,僕が送るのは恋の暗号,この0ゲーム、僕の勝ちだね
1421,[D]D'Artagnan,6,火,この花園を、彼女に捧ぐ。,彼女好みに……仕上がったな,全ての騎士は乙女が為に,我が花園は未来の為に
1422,つきみろ,6,無,兎の背に乗りはるばる月からやって来たよりしろ。他のよりしろとは比べるまでも無く、風情がある。,かぐやー
1423,よりないと,6,無,世界の何処かにあるという「よりしろの国」の、騎士たるよりしろ。世界の何処かに居るという王様とお姫様を、ずっと探している。他のよりしろとは比べる意味が無い程に騎士道精神溢れる。,われはきし！
1424,はなしろ,6,無,たった一夜のみ咲く花を抱え、この世に生まれた儚げなよりしろ。他のよりしろに比べ、薄命。,ばいばい
1425,[人形]イデア,5,水,囚われ続ける、ただの人形。,あナタは……まガいもの？,やはリ……脆イ,つまラなイ……幕引キね
1426,[人形]セレナ,5,光,自由を持たぬ、ただの人形。,よウ赦はシしなイいぃい！,逃げルはデででキない,せンげ、ききキ、つラ貫くク
1427,[海族王]ヴァルッフェン,6,水,海で生まれ、海で暮らす「海族」。そして、海を愛するその者たちを束ね指揮する勇ましき漢、それが海族頭目ヴァルッフェンである。彼らはいつか海を支配する或る国を買う事を目的としており、海で獲った新鮮な魚を市場に卸したり、或いは他船の清掃、整備を請け負ったり、稀に見つける深海の財宝を回収したりと、日々、概ねそのような活動に勤しみこつこつ金を貯めている。尚、陸に棲まう「山族」とは、親の代から仲が悪い。,俺が……否、俺たちが勝つ！,家族には指一本触れさせん！,否、俺こそが海ッ！
1428,[悪化神]イザナ,5,水,========================<br class="spacer">七　一　　一　一　　　　雅　　<span style="color:#FF1493"><strong>封</strong></span><br class="spacer">晩　度　　声　太　　　　号　　<span style="color:#FF1493"><strong>鬼</strong></span><br class="spacer">続　人　　ハ　刀　　　　・　　<span style="color:#FF1493"><strong>之</strong></span><br class="spacer">キ　ヲ　　海　デ　　　　異　　<span style="color:#FF1493"><strong>書</strong></span><br class="spacer">千　喰　　獣　海　　　　舎　　<span style="color:#FF1493"><strong>・</strong></span><br class="spacer">喰　初　　ヲ　ヲ　　　　那　　<span style="color:#FF1493"><strong>肆</strong></span><br class="spacer">ラ　メ　　射　割　　　　　　　<span style="color:#FF1493"><strong>角</strong></span><br class="spacer">ウ　バ　　ル　リ　　　　　　　　<br class="spacer">========================,腹が満ちりゃあ何でも良い,どこから喰らって貰いたい？,腹の足しにもなりゃしねぇ
1429,[邪鬼神]イザナ,6,水,神の社の獄門陣。四の「化神」を封じるべく、閉ざされ続けた其れは開かれ、門前には、岩より、鉄より、黄金より、遥かに過重の大剣を肩に、居座るイザナの姿が在った。その尻の下で、地に伏す番の門番たち。眼前には、片膝を付き、刀で体を支える男。其れを見やり、イザナは一つ欠伸をかく。寝起きの膳には些か足りぬが、それでも僅かな腹の足しにと兇悪至極な笑みを浮かべ、そして彼女はこの地の神、即ち烈なる剣士を喰らうべく、大きく虚ろな口を開いた。,お前が俺の腹を満たせ,骨まで遺さず喰らってやるよ,悪りぃが俺ぁ悪食でな
1430,[闇化神]ラセツ,5,闇,========================<br class="spacer">鬼　心　　千　衣　　　　雅　　<span style="color:#FF1493"><strong>封</strong></span><br class="spacer">ノ　臓　　ノ　ガ　　　　号　　<span style="color:#FF1493"><strong>鬼</strong></span><br class="spacer">ミ　ノ　　槍　如　　　　・　　<span style="color:#FF1493"><strong>之</strong></span><br class="spacer">ヲ　ミ　　ガ　ク　　　　羅　　<span style="color:#FF1493"><strong>書</strong></span><br class="spacer">求　ヲ　　山　闇　　　　雪　　<span style="color:#FF1493"><strong>・</strong></span><br class="spacer">メ　喰　　ヲ　ヲ　　　　　　　<span style="color:#FF1493"><strong>一</strong></span><br class="spacer">ル　ラ　　削　纏　　　　　　　<span style="color:#FF1493"><strong>角</strong></span><br class="spacer">　　イ　　ル　イ　　　　　　　　<br class="spacer">========================,想うは鬼の、事ばかり,穿つ、貴様の心の臓を,与えよ我に、貴様の血を
1431,[闇鬼神]ラセツ,6,闇,闇が都を覆う中、兇烈至極なラセツの槍が幾千重ね放たれる。受けるは黒き刀を手にした剣士。既に仲間を二人喪くし、己も傷を負いながら退かず絶えずに斬り結ぶ。その意気や良し。しかし「鬼」には遠く及ばず、ゆえにラセツの敵では無かった。そして機は来たる。奮戦虚しくついに剣士の刀は弾かれ、心の臓へと一槍が飛ぶ。その時、遥か高みより槍目掛け、一つの拳が放たれた。舞う土煙。やがて晴れ、その背姿が徐々に現る。果たして其処には赤髪の、熊猫の似合う少女が居た。,望むは鬼との、かの約束,貰う、貴様の心の臓を,望めよ我に、貴様の死を
1432,[炎化神]ユウカク,5,火,========================<br class="spacer">最　一　　爪　矢　　　　雅　　<span style="color:#FF1493"><strong>封</strong></span><br class="spacer">早　度　　ハ　ハ　　　　号　　<span style="color:#FF1493"><strong>鬼</strong></span><br class="spacer">戻　灰　　神　天　　　　・　　<span style="color:#FF1493"><strong>之</strong></span><br class="spacer">ル　ヘ　　ヲ　ニ　　　　夕　　<span style="color:#FF1493"><strong>書</strong></span><br class="spacer">事　転　　モ　穴　　　　鶴　　<span style="color:#FF1493"><strong>・</strong></span><br class="spacer">ハ　ジ　　灼　ヲ　　　　　　　<span style="color:#FF1493"><strong>双</strong></span><br class="spacer">無　レ　　ク　空　　　　　　　<span style="color:#FF1493"><strong>角</strong></span><br class="spacer">シ　バ　　　　ケ　　　　　　　　<br class="spacer">========================,妾を満足させるがよい,血肉の灼ける良い音じゃ,灰になるまで焦れるがよい
1433,[烈鬼神]ユウカク,6,火,宮廷最奥。既に火の手が猛る中、ユウカクのどう猛な爪が、確かに女の心臓を穿ち、更に止まらず背を貫いた。目を見開き、溺れるように血を吐く女。よもや此の地を統べる帝が、かようなまでに脆いと思わず、ユウカクは兇嘆至極、無念極まる心持ちでいた。と、溜め息をつく彼女の腕を、最期の力で握る女。かつて己を封じた、「鬼」にも迫るその形相に、ユウカクの心は堪らずたぎる。ゆえに燃え上がる、女の体。そして彼女、即ちアマギは魂すら、残らず掻き消え灰となった。,妾に声を聞かせるがよい,五臓六腑を焦がして狂え,魂すらも焦がし悶えよ
1434,[死化神]セイメイ,5,光,========================<br class="spacer">マ　天　　夢　骸　　　　雅　　<span style="color:#FF1493"><strong>封</strong></span><br class="spacer">タ　翔　　現　ガ　　　　号　　<span style="color:#FF1493"><strong>鬼</strong></span><br class="spacer">ノ　ケ　　ノ　野　　　　・　　<span style="color:#FF1493"><strong>之</strong></span><br class="spacer">名　ル　　境　ヲ　　　　清　　<span style="color:#FF1493"><strong>書</strong></span><br class="spacer">ヲ　死　　界　埋　　　　明　　<span style="color:#FF1493"><strong>・</strong></span><br class="spacer">　　獣　　ヲ　メ　　　　　　　<span style="color:#FF1493"><strong>参</strong></span><br class="spacer">餓　　　　消　　　　　　　　　<span style="color:#FF1493"><strong>角</strong></span><br class="spacer">者　　　　ス　　　　　　　　　　<br class="spacer">========================,面白きかな、この現世,餓者の道こそ貴様に似合いよ,所詮此の世は骸ばかり
1435,[屍鬼神]セイメイ,6,光,かつて其の地が「ワノクニ」と、呼ばれるよりも遥か過去。死とは数多の命を喰い散らす「化神」と呼ばれる四の悪鬼が、人にもたらす物であった。そして死したる魂は、総て地獄へ昇って逝く。即ちセイメイの繰る「死獣」に成り果て、永劫未来空を彷徨う。その理はかの「鬼」が、四の悪鬼を封ずるまで永きに渡り在り続けた。ゆえに数千年の時を経て、ついに門より放たれたセイメイは、兇悦至極な笑みを浮かべる。なぜなら此の地は彼の居ぬ間に、既に幾百万もの死を重ねていた。,夢現とは、儚きものよな,獄楽浄土へ昇るがいい,所詮彼の世は餓者ばかり
1436,[兵士]アンジェリカ,3,光,王都<span style="color:#969696">の全てが呑ま</span>れたその日、まるで<span style="color:#b9b9b9">災火を掻き<br class="spacer">消すよ</span>うに轟々と鳴<span style="color:#969696">る雨</span>の中で、<span style="color:#b9b9b9">幼き彼女は空を<br class="spacer">見上げ</span>る。足元には、<span style="color:#969696">禍から彼</span><span style="color:#b9b9b9">女を守った「</span>　」<br class="spacer">が、二つに<span style="color:#969696">割れて水を溜</span>めていた。<span style="color:#969696">「記憶」は</span>無<br class="spacer">い<span style="color:#b9b9b9">。しかし「記</span>　」が体を動かす。そし<span style="color:#969696">て同じく<br class="spacer">もう一</span>人、傍らに立ち空を<span style="color:#b9b9b9">見上げ、頬を濡らし続<br class="spacer">ける</span>　　の手　引き、全<span style="color:#969696">てが崩　　その　で、</span><span style="color:#b9b9b9">彼<br class="spacer">女　静　に歩み始</span>　　　,使命を果たす！,純なる潔りの誓いを今！,もう奪わせはしないッ！
1437,[聖為者]ハ號,3,光,全なる遺志に統合されし使者の一角。既に個としての自我は喪われ、幾百もの同位体が目覚めの刻を待つ。,……………………,我ラ聖ヲ為シ……統ベル……,歩ムヲ……禁……ズ……
1438,[聖令者]？？？,4,光,口を閉ざす者。,……………………,静かに永遠に此処で果てろ,喰らわれ、眠れ
1439,[山族王]リンドルフォーン,6,火,山で生まれ、山で暮らす「山族」。そして、山に尽くすその者たちを束ね指揮する猛々しき漢、それが山族頭目リンドルフォーンである。彼らは、山を切り崩し汚染を続ける或る国を買う事を目的としており、採れたての山菜を店に卸したり、或いは動植物の保護を買って出たり、稀に見つかる遺跡の財宝を発掘したりと、日々、概ねそのような活動に勤しみつつせっせと金を貯めている。尚、海に棲まう「海族」とは、親の代から仲が悪い。,おうおう、其処退けぃ！,同志の敵は俺の敵ッ！,応、俺こそは山ッ！
1440,[闘剣騎士]グレン,6,火,リヴィオの放った槍撃が、その大剣へと穿たれる。舞う閃光は互いの顔を淡く照らし、刹那の後、二人は再び距離を取った。グレンは僅かであったその間を経て、己の力が彼に及ばぬ事を悟る。或いは射手が、或いは巫女が、或いはいずれかのみでも傍らに居れば、この戦局は覆り、救う事すら可能であった。しかしそれこそ、道を違う。ゆえにグレンは前のみを向き、四人の進む道こそを信じ、数多の竜が地を染めゆく中、それでも笑い、「鬼」と向き合い剣を握る。,還さねぇって言っただろ？,後悔するなら今の内だぜッ！,俺が必ず救い出すッ！！
1441,[傑戒鬼士]リヴィオ,6,闇,あまねく竜の声を聴き、応え、鎮める。竜人の巫女エルフィの使命を果たすべく、半身を刺す形容しがたき痛みにも耐え、リヴィオは竜らと対峙していた。先への道を閉ざす為、そして希望を繋ぐ為に、決死の槍が竜を穿つ。それこそまさに鬼が如く、周囲を覆う影という影を、遺さず喰らい血に濡れる。やがて、築かれたのは黒き山。かの祭壇へと続く道に、積まれ重なる竜の屍。その頂には、血に濡れ己を喪った、槍持つ「鬼」の姿が在った。,鬼の力が……貴様を穿つ,この領域こそ絶対の零,……くッ……この痛みはッ
1442,[翠閃弓手]サヤ,6,水,グレンとリヴィオが拓いた道を、サヤとエルフィ、二人が駆ける。眼下に王都を臨むこの地で、その刻を待つ祭壇へと向け。空を舞う竜の影が、地を、岩肌を次々覆い、およそ真昼と思えぬ程に、周囲が暗闇となった頃、二人は果てまで続く階段へと辿り着いた。しかし視線の先、そこに立ちはだかる「彼/彼女」。瞬間、制止の声も届かぬ程に、サヤはそれへと猛進していた。今の彼女に記憶などない。しかし彼女の記録と心がそれを、許す事などあるはずも無い。,此の矢はお前の命を射る！,退かねば私が通るまでだ,この道、必ず果てへと通す
1443,[竜聖巫女]エルフィ,6,光,この世全てのあらゆる竜が放つ悲痛を、巫女たる彼女の耳は聴く。苦痛か、絶望か、或いはいずれのそれとも異なる、死を切望する祈りの叫びが、空を、地上を覆っていた。常人ならば耐えられぬ悲声。しかしそれらを一身に受け尚、エルフィは、その祭壇にて踏みとどまる。グレンが拓き、リヴィオが留め、サヤが繋いだ道の先で、四人の誓いを果たす為に。そして、やがてその刻は訪れる。空が蒼きを取り戻し、彼女が全ての「音」を喪う、その刻が。,竜の風、聴くは望みを願う声,絶ち、叶うるは一刃の龍！,例え我が身を捧げようとも！
1444,[団長]ジャック・オー,6,闇,<span style="color:#FF1493"><strong>[Ticket of Jack-o'Lantern]</strong></span>　　　　　　　　<br class="spacer">この秋、あのサーカス団が王都に還ってくる！　<br class="spacer">新団長「ジャック・オー」が紡ぎだす幻想の数々<br class="spacer"><br class="spacer"><span style="color:blue"><strong>開場：日が沈む頃　　　　　　　　　　　　　　<br class="spacer">開演：月が昇る頃　　　　　　　　　　　　　　<br class="spacer">会場：王宮前広場</strong></span><span style="color:#b9b9b9">から少し離れた寂しげな空き地</span><br class="spacer"><br class="spacer">※公演内容は予定無く変更される場合があります<br class="spacer">※本入場証明書の再発行は出来ません　　　　　,クヒャヒャヒャ！！,今にも南瓜が破裂しそうだ！
1445,竜征卵,6,火,災禍ノ夢。或イハ現。,……□？,…………□！
1446,[完征体]アポストロ,6,火,まさにそれこそ、災禍の光景。地平は最早彼方ま<br class="spacer">で燃え闇夜が紅く照らされる中、奴の確たる視線<br class="spacer">と射線が揺るがず俺に注がれていた。仇か責務か<br class="spacer"><span style="color:#b9b9b9">私怨</span>か使命か、或いはそれらすべての情<span style="color:#b9b9b9">を捨</span>て、<br class="spacer"><span style="color:#b9b9b9">龍を</span>討伐せんとする頭目はいささか程も<span style="color:#b9b9b9">容赦</span>無く<br class="spacer"><span style="color:#b9b9b9">数多の卵目掛</span>け百の矢を撃つ。<span style="color:#b9b9b9">やがて奴がね</span>らっ<br class="spacer"><span style="color:#b9b9b9">た対象は有象</span>無象を問わずして<span style="color:#b9b9b9">壊し尽くされ</span>、そ<br class="spacer">,……笑止,貴様を此処で……斬り開く,俺の間合いに立ち入るな
1447,[貫征体]アポストロ,6,火,怒り<span style="color:#b9b9b9">で我を忘れれば敗北する。奴らは情</span>念に<span style="color:#b9b9b9">て、</span><br class="spacer">竜を<span style="color:#b9b9b9">相手に対峙する。ゆえに恐れず機も</span>躊躇<span style="color:#b9b9b9">せず</span><br class="spacer">、俺へと目掛<span style="color:#b9b9b9">け迫る愚鈍の衆。</span>今まで大勢喰<span style="color:#b9b9b9">らっ</span><br class="spacer">て来た。有象<span style="color:#b9b9b9">無象を問わずして</span>、奴の友すら<span style="color:#b9b9b9">、そ</span><br class="spacer"><span style="color:#b9b9b9">して弟す</span>ら、産まれる前に喰らって来た。その血<br class="spacer"><span style="color:#b9b9b9">と知を持</span>つ俺は、果たして奴と同位なのか。想い<br class="spacer"><span style="color:#b9b9b9">焦れて膿</span>みは溢れ、堪らず一<span style="color:#b9b9b9">撃、</span>奴へと<span style="color:#b9b9b9">射つ</span>。一<br class="spacer"><span style="color:#b9b9b9">撃は奴の</span>右肩を砕き、しかし<span style="color:#b9b9b9">まだ</span>、百矢<span style="color:#b9b9b9">に通</span>じる<br class="spacer"><span style="color:#b9b9b9">無念は晴れず、</span>左腕<span style="color:#b9b9b9">をも引き千切る。同胞たちの</span><br class="spacer"><span style="color:#b9b9b9">苦しみを知るま</span>で楽<span style="color:#b9b9b9">に逝かせは、決してしない。</span><br class="spacer">,うるせぇ少し黙ってろ！,喧しいんだよこの雑魚が！,その口閉じて眠ってろ！！
1448,[感征体]アポストロ,6,火,して父す<span style="color:#b9b9b9">ら駆逐されるに至った。俺は、亡骸の血</span><br class="spacer">と肉を持<span style="color:#b9b9b9">ち機を待った。やがて再び対峙した時、</span><br class="spacer">思わず笑<span style="color:#b9b9b9">みが顔に浮かび、一</span>火を<span style="color:#b9b9b9">奴へと</span>放つ<span style="color:#b9b9b9">。猛</span><br class="spacer">火は奴の<span style="color:#b9b9b9">頭蓋を砕き、しかし</span>瞬間<span style="color:#b9b9b9">死の際</span>に混<span style="color:#b9b9b9">じる</span><br class="spacer">一閃が俺の肺と<span style="color:#b9b9b9">心臓</span>を砕き潰す。ゆえに面白い。<br class="spacer">果たしてどこま<span style="color:#b9b9b9">で楽</span>しめるのか。地に膝を着ける<br class="spacer">奴を見て、俺はその血と肉の味を想像していた。,俺の後ろに引っ込んでな,お前じゃ到底無理があるぜ,俺にかかりゃあこんなもんだ
1449,竜醒卵,6,水,輪廻ノ夢。或イハ現。,……～？,…………～！
1450,[完醒体]メビウス,6,水,ボクは散歩をする事に決めた。シェルツは屋敷か<br class="spacer">ら出ちゃいけないって言ったけど、そもそもあい<br class="spacer">つ如きがボクに意見するのが間違ってるんだ<span style="color:#b9b9b9">。第</span><br class="spacer">一屋敷に居たってやる事無いし、<span style="color:#b9b9b9">不自由な障害が</span><br class="spacer">出て来たのに、これじゃあ<span style="color:#b9b9b9">それも治せない。繋げ</span><br class="spacer">た<span style="color:#b9b9b9">のが何ヶ月も前だとすると、次も必要になる。</span>,ボクの散歩の邪魔するの？,通さないなら四肢断絶だよ？,黙って言う事聞かなきゃね
1451,[感醒体]メビウス,6,水,<span style="color:#b9b9b9">ボクたちみたいな種を造るのには条件がある</span>。第<br class="spacer"><span style="color:#b9b9b9">一に、表裏を繋げる事。でないと</span>せっかく殻から<br class="spacer"><span style="color:#b9b9b9">出た時に体を保てなくなり</span>何の為に対価を支払っ<br class="spacer"><span style="color:#b9b9b9">た</span>のか分からない。篭っていては寿命の無駄だ。<br class="spacer"><span style="color:#b9b9b9">第二に</span>如何なる理由があろうとも、ボクの歩みの<br class="spacer"><span style="color:#b9b9b9">足を止める</span>奴は許さない。さっきもちょうど「神<br class="spacer"><span style="color:#b9b9b9">」の一体に鉄槌を下し塵</span>にして来た。尤も彼女は,ボクが……通るよ……,邪魔だね……君は……,これで躯も……軽くなる……
1452,[環醒体]メビウス,6,水,だから<span style="color:#b9b9b9">といって、ボク以外にも居る子どもたちの</span><br class="spacer">邪魔をする<span style="color:#b9b9b9">つもりは無い。ただこの状況なら「神</span><br class="spacer">」さま一人を、バラバラ<span style="color:#b9b9b9">にしないと。尤も彼らも</span><br class="spacer">随分弱っていたみたいだから、放っておいても勝<br class="spacer">手に力尽きるだろうけど。とはいえ、これで眼も<br class="spacer">手に入って、ボクが迷子になる事も無さそうだ。,ねぇねぇ一緒に散歩しよっ！,あ、ボクの友達になってよ！,ボクのお願い聞いてくれる？
1453,竜星卵,6,光,胎動ノ夢。或イハ現。,……○？,…………○！
