no,name,rarity,attribute,story,cutin1,cutin2,cutin3
711,[玩具王]ピノ,5,光,<span style="color:#FF1493"><strong>[GD4825 五十五の月・光の讃日]</strong></span><br class="spacer">きょうは、おじいさんのぐあいがよいです。昨日にくらべてせきも少ないし、パンもすこしだけ食べることができました。そしていつもの時間になったらおじいさんはネジを巻いてくれました。これでボクももう少しだけ長生きすることができます。だからときどき、ボクはおもいます。おじいさんもボクを同じようにネジがついていればいいのに。そうすればボクが毎日ネジを巻くのに。,ボクがおじいさんをまもる！,ぜったい夢をかなえるんだ！
712,[壊玩王]ピノ,6,光,<span style="color:#FF1493"><strong>[GD5882 五十六の月・光の讃日]</strong></span><br class="spacer">きょうモ、おじイサんのぐaいはよいです。最近食事もシナいデずぅっto眠ったままでスがせキもセズ目を閉じ横になっテいます。いツモの時間にネジを巻いてもラeないのが少し悲しいですがわガま魔は言えません。さいgoにネジを巻いテもタってから血行ナ時間がタチチま死た。体もう爆うゴキませn。と殺デボクの夢ハ人間になるコ子でス。良い子に痴レればいつか慣れルとoじい惨がいてイました。ボク野ユめはi吊かきっとか可カka,必ズ、ボクは人ニなル！,錆ビにも負ケズ！！
713,[妖王]べんてん,5,闇,其の地にまだ名が無かった頃。其処は彼女、べんてんが空を支配する、翼を持った者たちの楽園であった。天に寓する「てんぐ族」の長であるべんてんは、その勝ち気な性分と、はたまた類い稀なる悪知恵で、他の種族との喧嘩には百戦百勝の実力を誇っていた。つい先日も、翼を持った見慣れぬ種族を空から追い払ったばかりであったが、ただその異様な見姿は、べんてんの心に僅かな不安の種を撒いていた。,手ぇの加減はできひんで？,ほないくで！！
714,[女天王]べんてん,6,闇,焼け朽ちる森、赤々と燃える山々。自分たちとは異なる、翼を持ったおぞましき獣たちの大群は其の地をあっという間に炎で包み込んだ。べんてんの仲間も一人、また一人と、その翼を灰にしながら必死に抗い、しかしやがては地に堕ちていった。それからどれ程の時が経っただろうか。全てが塵となり、荒廃した其の地で、片翼をもがれたべんてんが一人膝を付いている。そしてその堕ちた天女を、愉悦に満ちた笑顔を浮かべ一人の「神」が空から見下ろしていた。,ボク怒らせたらあかんで？,こっから先が天王山や！！
715,[狩人]ギース,5,闇,<br class="spacer"><span style="color:#FF1493"><strong>[P A S S]</strong></span><br class="spacer">２　３　５　６　８　９<br class="spacer">１１　１４　１７　１９　２０<br class="spacer"><br class="spacer">,ポイムがボクの生きがいさ,ボクに任せてくれないかい？,ボクのとっておきをあげよう
716,[仮人]ギース,6,闇,在ウー在アか宇らシエュ生火プき苦リケッツ古※<br class="spacer">刺ェへし咎か巣ら生セま蘇汰れち吊しテクリ徒※<br class="spacer">無ストにフの説回収ネに野歯成ひ負功へした放※<br class="spacer">魔。「み死血夢」にメつ喪羅いり流てレこれ炉※<br class="spacer">矢以上い被害湯が拡エ散夜和すい雨るエことヲん<br class="spacer">魔を避みけた夢い。メ支喪羅給り流「レ保存炉※<br class="spacer">無」のに処理脱を頼ネむ野歯。ひ負尚へこち放※<br class="spacer">刺らはし更に巣オリセヴ蘇汰ァち吊ーテの動徒※<br class="spacer">在向をい監視宇するエ。生火以き苦上ケ定時古※<br class="spacer">報告を終わる。,さぁ、狩りの時間だ,十年早いと……ボクは思うよ,これがボクのとっておきだ
717,[学者]クリストフ,5,光,<span style="color:#FF1493"><strong>[研究日誌3856]</strong></span><br class="spacer">ついに今日、僕は一つの真理を得た。真理に達した、即ち「死血化」した生物は、死を超越し真なる「死」に到達する。一部の龍、そしてハデスは恐らくこの真理に達した生物なのだろう。或いは、東の大地に住む者らや、更には最古の七種も、この真理の一端に触れるものなのかもしれない。ともあれ、全てはいまだ仮説にすぎない。あとは真理を実証し、僕は真なる「死」に達する。,か、必ず、た、達してみせる,ぼ、ぼ、僕の出番ですか！？,お、お、お役に、た、たて
718,[古学者]クリストフ,6,光,<span style="color:#FF1493"><strong>[研究日誌0001]</strong></span><br class="spacer">母さんが死んだ。それはきっと父さんのせいだろう。父さんは「死」に囚われ過ぎていた。死の先に在る真なる「死」。父さんはそれを「真理」と、母さんは「禁忌」と呼んだ。父さんが家を出て行ってから、母さんは僕に様々なことを教えてくれた。「竜」「東の大地」「神々」そして「禁忌」。でも母さんは忌みていたはずの「禁忌」こそ、最も熱心に僕へと伝えた。だからね母さん、僕はこれから「真理」に達する道を探すよ。,た、戦いは、に、苦手で……,……真理は僕の手の中に在る,す、少し、ま、待ってく、だ
719,[守人]ナズナ,5,水,両親ともが狩人であるナズナにとって、各地の森は勝手知ったる庭同然であった。年によって、或いは季節によって、彼女たちの一族はその拠点となる地を変え、生活を送っている。必要以上の狩りはせず、獣と共に暮らす一族は長らく平穏の時を保っていた。ナズナにはまた、或る地にかけがえの無い友が居た。それは人では無く、獣。大爪種と呼ばれるその獣とナズナの友情は、彼女達だけが共有する、誰も知らない秘密だった。,必要以上の狩りは駄目よ,人と獣が共に生きる為……,せめて……ひと思いに
720,[獣守人]ナズナ,6,水,大爪種の群れが、ナズナたち一族の拠点を襲った。きっかけがなんであったのかは分からない。人が弓を引いたのか、それとも獣が過剰に反応したのか。やがて訪れた静寂の中、大量の獣たちの亡骸と、幾人かの一族の犠牲の姿がナズナの瞳に焼き付けられた。横たわる両親とそして、友であった獣が己の涙で歪む中、ナズナは心に誓いを立てる。そして誓いを果たすその時まで、決して死ねぬと、涙を拭った。,ここは……狩人の領域よ,どうか安らかに……,苦しまずに逝かせてあげる
721,[せいれいおう]るふぇい,5,光,<span style="color:#FF1493"><strong>[GD5511 十五の月・光の讃日]</strong></span><br class="spacer">あたちはつぎのいたずらを考えまちた！ひとばん、ねないで考えまちた！うそでちゅ、少しねました。だって夜になるとねむくなっちゃうから……。でもちゃんと歯をみがいてねまちたから大丈夫！ちがいまちゅ！はなしがそれまちた！あたちは、あたらしいいたずらを考えたんでちた。むふふ、このいたずらで絶対おかあさんをぎゃふんと言わせてあげまちゅ。そのいたずらは！なんと！えっと！そうでちゅ！ねたら忘れちゃったでちゅ！,むふふ、おもちろいでちゅ～,ん～、もうねる時間でちゅ…
722,[じゅうおう]ふぇんりる,5,火,ふぇんりるは困っていた。一体何度目だろうか、自分の家を建て直すのは。「新月」の夜の翌朝は必ずこうである。深い森の中、孤独に過ごすふぇんりるは、家を壊されることに、全くなんの身に覚えも無かった。森の獣たちに聞いても、皆、気まずそうにはぐらかすばかり。真犯人は誰なのか。ぷんすかと思考を巡らすふぇんりるの前に、果たして彼女は現れた。近頃、森の中を出歩く少女。鼻歌交じりに獣を狩る、赤頭巾の彼女が、おもむろに、唐突に、ふぇんりるに声をかけてきた。,かんべんしてほしいです……
723,[隻眼王]ザイフリート,6,闇,もがれた腕が宙を舞う。削がれた腹から血が落ちる。折り、砕かれた己の剣が鈍く地面で照っている。相対したその仇敵の力はドラゴンよりも遥かに強く、身のこなしは人のそれとは比べ物にもならない。もはや人を越えたるその存在を、果たして人たる自分が討てるのか。と、そこまで考えザイフリートは我に返る。あの日、あの時、「人」などとうに捨てて来た。地に這い、鈍く光る剣の切っ先をくわえる。その時彼は、竜すら砕く一つの剣となった。,俺が必ず終わらせる,人などとうに捨てて来た,俺は貴様の血肉すら喰らう,未練も……欠片の後悔も無い
724,[熔巌王]ザイフリート,6,闇火,地面が徐々に熱を増す。先ほどまで流砂に覆われていたその山は、今やマグマが煮えたぎる活きた火山へと変貌していた。先んじて山から遠ざけたロスト・ブロンド号の姿は其処に無く、代わりに在るのは帝国兵の「残骸」と、そしてそれらを作り出した半狂半竜の凶人、エイゼル。かつては父と呼んだその者を、ザイフリートは残る左の眼で見据える。今、仇敵となり、溢れる殺意を自身に向ける其れに対し、彼は右手に括った剣を構えた。そして彼らの、最期の幕が上がる。,貴様の業をここで断つ,終わりだ,……このまま押し切る
725,[氷巌王]ザイフリート,6,闇水,眼はもう見えない。音ももう聞こえない。先ほどまで感じていた煮えたぎるマグマの熱も、もう感じない。あらゆる感覚が死んでいくことを、ザイフリートは感じていた。そんな中、何かが割れる響きが静かに、しかし確かに彼に伝わる。それは体が割れる音。彼の体は、その触媒である岩石に戻りつつあった。だが、もはや彼には悔いは無い。或いは役目と言うべきか。一人の少女の業を断つ、一人の男の物語が、間もなく静かに幕を引く。,貴様の命を貰い受ける,……幸せになれ,全ての業をここで断つ
726,[烈焔神]ヤマト,6,火,幼い頃に、父が言っていた。護る覚悟のある奴だけが、最後の際まで立っていられる。その言葉の本当の意味をヤマトはようやく理解した。右眼を失い、怒り嘲笑う神が放ったその術式に、ヤマトは真正面から立ち向かう。一人だけでは、或いは求めた強さだけなら、今、この際に立てては居なかった。そしてやがて、地鳴りのような雄叫びと共に、刀は更なる圧を得る。瞬間、世界は刻を止めた。消える音、広がる白焔、そして……。,護ってやらぁ火の魂！,俺がやらなきゃ誰がやる！！,目一杯まで燃えてやらぁ！
727,[烈光神]ヤマト,6,火光,その目はまだ、開かれはしない。ヤマトの頬を、セツリが放った矢が掠める。それは警告の一矢。即ち、神の使徒たる彼女が見せた最初で最後の慈悲であった。しかしヤマトはそれには応じず、静かに腰の刀に手を掛ける。直後、今度は確実に、ヤマトの額を射抜く矢がセツリの元から放たれた。それでもいまだ、目は閉じられたまま。光のそれより疾い其れが、確かにヤマトを射る瞬間、ついに眼は開かれた。,気張ってやらぁ火の魂！,瞬きする間に終わってらぁ！,俺の生きざま見届けやがれ！
728,[烈暗神]ヤマト,6,火闇,刀と剣とか触れ合い響く。師を襲ったその刃を、ヤマトは既の所で弾き返した。且つ即、刀を素早く振り抜き、師を亡き者にしようとした女剣士を間合いの外へ追いやる。地に伏す師匠に目をやれば、その体には大小様々な裂傷が刻まれており、これまでの戦いの激しさを物語っていた。しかし不思議と致命の傷はなく、ヤマトは安堵の息をつく。果たしてそれが「躊躇い傷」と知るのは、彼が女剣士を斬った後のことであった。,真っ赤に燃えらぁ火の魂！,四の五の言わずぶった斬る！,嘆く暇すら与えやしねぇ！
729,[輝天将]ブリュンヒルデ,6,光,「バベル」の最奥。そこは神々すらも立ち入れぬ、真なる神の絶対領域。その領域に今、神の下僕たるブリュンヒルデが立っていた。彼女の目的はニつ。一つは此処にある、保管された歴代の神々の魂を完全に破壊すること。そしてもう一つは、この領域を自身の血で汚し尽くすこと。神々は不純なものを、とかく嫌う。この聖域を汚し、二度と立ち入れぬようにすることが、神に対する彼女の、第三の、そして最後の復讐であった。,終わらせましょうこの世界を,私は全てを受け入れます,これで全ては終わります
730,[輝焔将]ブリュンヒルデ,6,光火,<span style="color:#FF1493"><strong>[調査報告書　No.265205]</strong></span><br class="spacer">「西方大陸管理維持局」局長、ニヒルヴィランの亡骸は維持局の正門中央で発見された。彼女の亡骸は業火に焼かれており、その原型を留めてはいなかった。それはまるで「ドラゴン」の炎に焼かれたかの如きものであったが、当然ながら此のバベルの地に、ドラゴンが立ち入ることはあり得ず、継続した調査が必要ではあるが、或いは何らかの事故である可能性も否定する事は出来ない。,あなたの望みを叶えます,父なる炎に焼かれるがいい,父よ、世界を守り給え
731,[輝水将]ブリュンヒルデ,6,光水,<span style="color:#FF1493"><strong>[調査報告書　No.265208]</strong></span><br class="spacer">ヴァルクラムに対し、拷問が行われた形跡が確認された。それは必要以上に彼を苦しめる為に行われたものであることが見て取れる。尚、この水を使用した原始的な拷問は、どうやら下界たる「人」の世界で用いられる拷問方法に近しいことも判明しており、或いはそれが、拷問を行ったものを特定するに至る最重要要素である可能性も高い。,あなたの願いを叶えます,母なる水に溺れるがいい,母よ、世界を守り給え
732,[瀧騎将]ヴァルザーク,6,水,ゆるやかに、淡く意識が遠のいていく。ヴァルザークは隣に横たわる壊れた人形を見つめ、その人形のこれからを想った。直り、命を取り戻した後、彼女は何処に行くのか、誰に出会うのか、そして何を見、どれほど時間が残されているのか。やがて彼女が目を覚ます頃、ヴァルザークはこの世には居ない。それでも彼は想い続ける。不意に閉じゆく視界が歪んで映る。それが涙と気付いた時、心が彼に芽生えた時、器は静かに役目を終えた。,また、共に空を見たい,必ず取り戻してみせる,心は常にここに在る
733,[白瀧将]ヴァルザーク,6,水光,蒼き鎧を身にまとう使徒が、雷鳴轟く豪雨の中、腕に一体の壊れた人形を抱え、立つ。そしてその眼前には、二人の使徒が立ちはだかっている。白き使徒、黒き使徒。希望と絶望を司るその使徒たちは、しかし今のヴァルザークにとってそのどちらでも無い。即ちそれは、越えねばならぬ一つの障壁。風に軋む巨木の群れ。一際大きな雷鳴を機に、白き使徒の槍がヴァルザークへと突き向かう。果たして直後、白き鎧は血に染まった。,障壁を……取り除く,まずは貴様を倒す,俺の心は此処には無い
734,[黒瀧将]ヴァルザーク,6,水闇,蒼き槍がゆるやかに引き抜かれる。次第に穏やかになりつつある雨が、倒れゆく黒き使徒の頬を濡らす。そうしてやがて、鎧が音を立てて地に伏した時、その右の手は白き使徒の左の手へと重なる。死が二人を分かつまで。いつか彼女たちから聞いたその言葉を、ヴァルザークは思い返し、抱えた人形を持つ手に、強く、やさしく力をこめる。そして再び雨は強くなる。黒き雷雲が空に渦巻き始めた時、振り返ればそこに冥王の姿があった。,死が二人を分かつ……まで,立ちはだかれば容赦はしない,俺は心を取り戻す
735,[両義王]あまぎ,6,火,日が昇る。あまぎは今まで、これほどまでに美しい朝焼けを見た事が無かった。戦が終わり丘の上に佇む者たちを、夜明けの光が照らし出す。居並ぶ者たちの表情は、皆一様に晴れていた。しかし、そこにあの男の姿は無い。ワノクニはこれから再建の道を歩む。それを率いる者として自分は強くあらねばならない。そう決意したあまぎの背に彼女の名を呼ぶ声が掛かる。振り返ればそこに、あの時背中を預けた男がいた。あまぎの頬を、涙が伝う。そして彼女は、初めて男の名を呼んだ。,神を射抜きます！,滅せよ、偽りしもの！,射抜くは悪しき偽の平定！
736,[白陽王]あまぎ,6,火光,物心ついた時から、女の身として育てられたあまぎにとって、その身に宿る「彼」という魂は不思議な存在であった。幼少の頃、己の中ではまだ「彼」と「彼女」は共存していた。「彼」は強き信念を持ち、その矢は貫くこと光の如し、迷いの筋が一切無い。あまぎは「彼」という魂によって、確固たる「信念」をその心に宿すに至った。しかしやがて時は経ち、「彼」も「彼女」も居なくなり、そこにはただの「あまぎ」という器が残った。,この矢が必ず射抜きます！,通してみせます、一筋の光！,射抜くは正しき世の平穏
737,[黒陰王]あまぎ,6,火闇,思えばいつから「彼女」は居たのだろうか。あまぎは「彼女」が好きでは無かった。何故なら其れは、どうしようも無く我欲に満ちていたからである。己が心に合わぬ、魂の存在。「彼女」は深い闇のようだった。その矢は重きこと闇の如し、全てを支配する。あらゆる事象を意のままに欲し、止まない。あまぎは「彼女」という魂によって、小さな、しかし確実に「欲」というものを、その心に宿すに至った。ただ、或いはそれは「夢」とも言う。,夢無き者に、未来は無い,見果てぬ夢に溺れなさい,射抜くはこの地の来る未来
738,[悲憐王]カルマ,6,闇,静かに幕が下りてゆく。泣かぬと決めたはずだった。笑って一緒に帰るはずだった。しかし涙は止まらず笑う事など出来はしない。最後に伝えたかった。腕の中、やがて冷たくなり逝くこの人に一言だけでも伝えたかった。けれど言葉は出てこない。ただ溢れる涙だけが、色を失くした彼の頬に落ちる。しかし涙は一瞬止まる。そこには生まれて初めて見る、彼の最初で最後の笑顔があった。やがてひと際大きな雫が男の頬を濡らした時、一人の名も無き物語が、そっと静かに幕を閉じた。,あり……がとう……ザ……イ,(*`ε´*),(*`ε´*)/~~
739,[非業王]カルマ,6,闇火,口の中には、血の味がにじむ。傷だらけの体を起こし、カルマは男に照準を合わせる。縛られていた手首は青くにじみ、同じく縄の痕が付く足首は、擦れた傷で赤く染まっていた。燃え盛るロスト・ブロンド号。その船上で、男、即ちスミス・アポロースの歪んだ笑みが炎に照る。殴られ、蹴られた傷が痛み、しかしカルマは歯を食いしばる。恐怖はとうに捨てて来た。怯えは微塵にすらも無い。覚悟がにじむ笑みと共に、矢は放たれた。,い……くよ……ザ……イ……,(`口´*),(`口´*)/~~
740,[悲漣王]カルマ,6,闇水,いつか全ては思い出になる。とめどなく流れる水のように、刻は前へと進み続ける。船を失くした女船長は、今度は海へと繰り出した。咒術使いの無口男は子どもを守る孤児院を建てた。心優しい男の子は、自分の後についてきた。そして丘の上に刺さる、鈍く光る、折れた大剣。長らく彼女の首元にあった、紫色のその布も、今では柄に結び付けられ、風に吹かれてはためいている。快晴、雲は一つも無く、少女が生きる人生の、始まりの幕が今上がる。,さよ……な……ら……ザイ,(･ω･`*),(･ω･`*)/~~
741,[神老]マクスウェル,6,水,マクスウェルは天才である。故に、この世に散らばるあらゆる「解」を計算で導き出すことが出来る。地に伏し視界が霞む今、彼の眼前に黒い霧が舞う。もはや体の自由は無く、これから徐々に命が失われることを、マクスウェルは理解していた。やがて黒霧が収束し、目の前に現れた、自分を見下す「もう一人の自分」。奇怪な事象。しかし天才は即座に真理に到達する。そして最後の「解」は遺された。,これが私の最後の解だ,……計算中だ邪魔するな,……計算完了だ
742,[幻老]マクスウェル,6,水光,対峙する「白」と「黒」の天才。王都を襲った竜の軍勢。その中にマクスウェルの姿は在った。黒き霧をまとい、一体の飛竜の背に乗るその姿、そして眼差しは、もはや昔の彼のそれでは無く、暗く、邪悪なものであった。しかしまた、その眼差しは地上の在る一点に縛られてもいた。果たしてそこにも、マクスウェルは居た。それは「解」。蒼き天才が遺した、黒と原理を同じくする、白き天才の姿であった。,この世に解けぬ式など無い,……計算完了だ,……再計算する
743,[玄老]マクスウェル,6,水闇,ピ、ピ、ピ。偽物ハ、モウ居ナイ。我コソガ真ナル探求者。世界ノ終ワリと始マリヲ、神ガモタラス安寧ヲ、人ガモタラス災厄ヲ、我ハ全テの解ヲ得ル。ソノ為ニ、全テノ過去ハ消エネバナラナイ。今禁書ヘノ道ハ開カレタ。我ハ書王ト禁書ヲ全テ燃ヤス。ソシテ終ナル解ヲ造リ出スノダ。ピ、ピ、ピ、ヨピ、ヨ、ピ。,見苦シ…イ……解ダ…ナ！,ピ…ピヨ……ピヨピヨ,……ケイサン中デス
744,[女鼎王]イザベラ,6,光,全て、計画通りであった。王都に飛来した飛竜の大群、そしてそれと時を同じくして現れた魔眼の槍手。悪食竜の背より舞い降りた彼が手にしたその槍は、一切の淀み無く、王女マリアの胸を貫いた。瞬間、イザベラは勝利を確信する。あらゆる手段を講じてきた。あらゆる犠牲もいとわなかった。そして今、願いはここに結実した。だがまだ、終わりのその時では無い。あと一手、それで世界は彼女のものとなる……はずであった。,全て私の計画通りだ,塵は塵に還るがいい,貴様の全てを拒絶しよう
745,[女焔王]イザベラ,6,光火,イザベラにとって、アレンという男は忌々しい存在であった。仲間の無事を何より願い、その為には自身の命すら惜しくないという、その偽善の精神を、何より彼女は気に入らなかった。しかし、その偽善者に対する王宮内での信頼は日に日に増してゆく一方であり、その事実もまた、イザベラを腹立たせる要因となっていた。そこで彼女は一計を案じた。即ちそれは、アレンの最も大切な友に、仲間殺しの罪を着せることであった。,我が計画に一片の狂い無し,貴様の命に価値など無い,触れるな見るな存在するな
746,[女瀧王]イザベラ,6,光水,イザベラにとって、ルカという女は忌々しい存在であった。その知識、そして経験は必ず己の計画の障壁となる。また、彼女が新たに得た力、即ち禁書を自在に操る力は、ただそれだけで世界の理を揺るがしかねない。イザベラは、他の何よりその力を警戒した。しかし一方で、それは己の計画を完遂させるために必要不可欠な「道具」であることも、また事実であった。そこで彼女は一計を案じた。即ちそれは、召喚されし英霊たちを永久に幽閉することであった。,計画こそが全ての理,誰が呼吸の許しを出した？,全てのあがきは無駄になる
747,[境解神]ディオーネ,6,水,風は無く、空は停滞している。山の頂から見える王都には今、何百、何千という飛竜の大群が襲来していた。ついに始まる「刻の終わり」。果たしてそれがもたらすのは、世界の終わりか、始まりか。それとも今度こそ「D」の始界に至るのか。風が、微かに音を鳴らす。血塗れの髪が空を泳ぐ。彼女の旅は、もうすぐ終わる。自由に焦がれて、自由を憎み、自由を憐れみ、自由を想う。何より「自由」を望み抜いた、独りの神の終わりが近付く。そして、冷たき刃が首に触れる。,これが世界の境界だ,四の五の言わずさっさと逝け,乞え、そして哭け
748,[至界神]ディオーネ,6,水光,腕をもがれる夢を見た。足を斬られる夢を見た。首が堕ちゆく夢を見た。或いはそれは本当に、夢中の出来事だったのだろうか。神は元来、夢を見ない。見る必要が無いからだ。その自由すら、神には無い。だから彼女は此処に来た。果たして其処は一つの終着。数千年の旅路の果てに、彼女が至った空虚な解。即ち来たるは「刻の終わり」。彼女はそこで「神」を捨てる。だが、また「神」が、決してそれを許しはしない。彼女を囲みし総勢７２神。そして双つの剣が鳴る。,刻み尽くして散らしてやる,思いのままにぶち撒けろ！,私が刻む
749,[始界神]ディオーネ,6,水闇,ディオーネが其処に駆けつけた時、全てのことは終わっていた。一つの「器」を守り通すため、神と戦い、そして散った友。まるで眠っているかのような穏やかな表情。その頭を、器がやさしく撫でている。まるで眠る母を愛おしむ子どものように。拙いながらも、必死にその手を動かして。その目に涙をたくさん湛えて。ディオーネは想う。友が遺したその意志は、生きる自由を目指した意志は、決して無駄では無かったと。それこそ生きる、意味そのものだと。,生きることこそ戦いだ,まだまだやり足りないだろ？,これで終わらせる
750,[天廻神]ヴァルトルス,6,光,一糸まとわぬその姿。彼はその日の着衣に手をかける。存外、人の意志は固い。その強固さは、或る意味においては純粋であり、しかして或る面からは全く不純なものであった。思考を巡らせつつままに、胸飾りたる布を着す。或いは不純であるからこそ、諦め悪くしぶといのか。下りた髪を上げ、それを留め、その眼光は下界を見据える。純粋な不純。それこそ彼が、ヴァルトルスが滅ぼすに値する。全ての準備は整った。今こそ「刻」を終わらせる時。最後の不純を取り除く時。,これが私が定めし法だ,私の全てを主に捧げるッ！！,貴様如きが私に触れるか
751,[天戒神]ヴァルトルス,6,光火,夕陽が差し込むバベルの最上廊。ヴァルトルスが歩く先に、傘を下ろした絶界神の姿があった。不純なるものこそを、とかく好むその神のことを、いまだヴァルトルスは理解出来ない。すれ違う、神と神。互いに浮かべる不敵な笑み。過ぎた後、不意に背後で絶界神が口を開く。いわく「純なるものこそ歪である」と。理解できない。続け「不純なこそが純なる証」と。やはり、理解は到底できない。そして「創造主こそ不純の最」と聴こえた時、金色の刃が、声の主を貫いた。,汚い口を閉じるがいい,主を愚弄するなぁああ！！,触れる事すら許しはしない
