no,name,rarity,attribute,story,cutin1,cutin2,cutin3
330,[奇巌王]ザイフリート,6,闇,ザイフリートが目を覚ました時「右眼」は失われていた。かつて魔導師の女から継いだその眼を狙い自分達を襲ったのが、あの裏切り者のエイゼルであるのは明白であったが、失った左腕を手当てした施術者と、この船室のような空間が果たして何処なのかは皆目見当もつかなかった。,失せろと言っている,俺が必ず救ってやる,失せるなら、今の内だ
331,[光天将]ブリュンヒルデ,6,光,ブリュンヒルデは従順な使徒である。神からの命令とあれば、いついかなる望みでも叶え、それがいかに彼女を傷つける事であっても、彼女は甘んじてそれを受容した。だからこそ神々は、最もしてはならぬ油断をし、その首に深々と、彼女が隠し通した牙を突き立てられるに至った。,あなたが私を望むのなら,私が全てを無に還す,望みを全て叶えます
332,[陰陽王]あまぎ,6,火,或いは女であれば、或いは男であれば、或いは心と体が正しく一つであれば…あまぎは今、背を預け合った其の男を想う。思えば自分の中の「女」を意識したのは其の男と初めて見合った幼少の時分であった。ワノクニの為そして男の為に今、彼女は男と共に「神」に反逆の弓を引く。,邪を射抜きます！,滅せよ、神なるもの！,この身、焦がれるまで！
333,[超老]マクスウェル,6,水,数千年の時を生き、ついに観測者を消滅させる方程式を確立したマクスウェルは、禁書館司書にこの事実を伝える為、急ぎ王都へと向かった。観測者の眼であるドラゴンたちに察知されぬよう細心の注意を払うも、しかしその長年の相棒たる小鳥を疑わなかったのが彼の敗因であった。,観測者の眼……か,ピーヨピヨピヨ,……整った
334,[烈神]ヤマト,6,火,今ワノクニには、全てを統治する「統国」と、其れに反旗を翻した数多の「領国」との争いによって生じた峻烈な戦火が吹き荒れていた。その数多ある領国を率いる頭目ヤマトは、統国によって亡き者とされた父の仇を討つべく、あまぎ率いる統国を討ち滅ぼす決意に燃え立っていた。,てめぇら全員どきやがれ！,咲かせてやらぁ火の魂！,付いてきやがれ野郎ども！
335,[水瀧将]ヴァルザーク,6,水,ヴァルザークは自身が神の道具である事を十分に自覚していた。そして道具は心を持たぬからこそ道具足り得るという事も知っていた。故に今まで心を持たず、数千年の時をただの道具として過ごしてきた。それが果たして正しかったのか。全てが壊れた今、それを確かめる術は無い。,全てを、壊す,俺の心すら……,もはや何も見る事は無い,心を、ありがとう
336,[憐王]カルマ,6,闇,カルマが目を覚ました時、その眼前にザイフリートの立ち姿が在った。自分たちを急襲した敵軍を、たった１人で撃退し、カルマを守り抜いたその姿はしかし、片腕無く、また片眼の光は失われ、そして……。カルマはか細く、そして震える腕で彼を掴み、声にならない叫びを上げた。,＼(*｀Ａ´)／,…ザ……イ………,(*｀Ａ´)/~~,……あり……がと
337,[女帝王]イザベラ,6,光,イザベラは自身の計画に僅かな狂いが生じている事に苛立っていた。「竜化症」を、マリアと現国王であるマリアの父に発症させるまでは良かったものの、マリアの心は存外に強く、継承者の席を空けようとはしない。ならば、と彼女は「邪竜の魔眼」を手にし第二の計画を開始した。,ゴミが、目障りだ,虚無を残して去れ,誰が触れていいといった?
338,[砂王]マチルダ,5,闇,砂上を疾走る船があるという。異様なほどに広大で、そして未開の地が広がる砂漠において、ありとあらゆる略奪行為、そして奴隷の売買を行う怖いもの知らずの集団が乗るその船の名は「ロスト・ブロンド号」。悪名高き女砂賊、マチルダ・ブロンドの永遠の棺たる砂上船である。,さぁて略奪の時間だ,呪われるのも悪くない,準備万端！
339,[砂賊王]マチルダ,6,闇,だいたい合ってるな。女盗賊が告げる、外界での自身の悪評にマチルダは無邪気な笑みを湛えつつそう答えた。実際、砂漠で奴隷としてこき使われる子供を大勢買っていたし、その子らに食わせるため「だけ」の略奪は行なっている。ただ、そこは決して彼女の永遠の棺では無かった。,金か魂置いてきな,時間は少ない……か,こっちの番だね,後悔だけはするんじゃないよ
340,[兵器]βtype-A,5,無,創造主とは何か。その謎を解く為、古代遺跡の調査を始めたノアは、そこに打ち捨てられた人型の古代遺物を発見する。その数はおよそ千にも及び彼女を驚かせたが、それ以上に彼女が興味を持ったのは、その遺物と相対するように朽ちている、幾千のドラゴンの遺骸であった。,目標ヲ捕捉,撃滅シマス,一時停止シマス
341,[量産型兵器]βtype-A,6,無,発見した人型の古代異物は、更なる遺跡の調査によって、時を統べる時間兵器、通称βと呼ばれていた代物の量産型である事が明らかとなった。難なくその復元に成功したノアであったが、ある疑問が残る。それは遺跡に残されたドラゴンと量産型との戦闘の痕跡についてであった。,全対象ノ消失ヲ確認,目標ヲ殲滅シマス,一時停止シマス
342,[攻略王]リーナ,5,火,リーシャ率いる「炎龍本家」の一派である「影龍家」の第832代頭目を務める法術槍士リーナ。リーシャとは幼馴染であり、所属する学舎も同じ親友であったが、ある時より、その絆は決定的に決裂していた。影なる抗争……それが彼女たちに継がれた時、友情は終わりを迎えた。,私ひとりで十分よ！！,穿て、影龍槍！！,私ひとりで十分よ！！
343,[電撃妃]ルーシィ,5,光,三姉妹の末っ子として姉たちと共にある写本を探し求める少女。「禁書館」なる場所を突き止めようとするものの、その手がかりは掴めず姉妹は途方に暮れていた。と、ある日ルーシィの前に紫色の子竜が現れる。禁書館の場所を知るという「それ」は彼女に或る取引を持ちかけた。,きっと手に入れるから！,これが歴史の真実だから！,これが歴史の真実だから！
344,[電撃少女]コロナ,6,光,私みたいに町の工房で機械いじってる魔導師も多いよ。と、作業着姿のローザは笑う。コロナがこの時代に辿り着いてから半年が経過していた。ローザの手によって次元移転装置「ポリタン」は着々と修復され、いよいよコロナが未来へと帰る「嵐の日」が目前へと迫って来ていた。,はわわわ～,み、未来を変えるんです！,み、未来を変えるんです！
345,よりのぼり(成長用),6,無,<span style="color:#FF1493"><strong>成長用(レベルアップ合成・進化合成用)</strong></span><br class="spacer">色んな家で屋根より高く空を泳いでいる、物憂げなよりしろ。他のよりしろに比べてややおのぼりさん。,おのぼりさんです,そだてー
346,クロマ,3,闇,身体が竜へと変質する特殊な病に侵されたクロマは、まず親に捨てられた。次に彼女は孤児院に引き取られ、その孤児院に捨てられた。その後、彼女のような身の上の子供たちが寄り集まり暮らす土地からも彼女は追われ、寒い冬の雪の日、彼女はついに一人森で倒れ動かなくなった。,とても……寒い,あなたは、だれ？,そうなのね
347,クロマ・フィンスター,4,闇,暖かさを感じ意識を取り戻したクロマは、しかしその状況を察し固く硬直する。彼女を雪から守るように包み伏せていたのは紛れもなくドラゴンであった。驚き、逃げ出そうとする彼女だったが、そこに優しい声が掛かる。どこか人を安心させるその竜は自身をジグムントと名乗った。,ごめんな……さい,あなたも、ヒトなの？,それでもいいわ
348,アリシア,3,火,アリシアは幼い頃にドラゴンに故郷を焼かれ、その際、親兄弟を失った。遠い地の親戚に引き取られた彼女はそれからしばらく言葉を無くし、ほとんど誰とも接さぬまま幼少期を過ごしたが、やがて彼女が孤児院に預けられることとなった時、アリシアはその女騎士に出会った。,まだまだいけるわ！,よそ見しないでよね！,私がやっちゃうよ！
349,アリシア・ブラント,4,火,アリシアがフィリスと出会い１年が経った。その生き様に感動したアリシアは元の快活さを取り戻し、今や孤児院一のお転婆少女として勇名を馳せていた。その日もアリシアはフィリスを待っていた。約束の槍術指南の日であったが、しかしいつまで待っても彼女はやって来なかった。,燃えちゃえッ！！,いっちょあがりっと！,絶対に許さない！
350,カイト,3,光,吟遊詩人であるカイトは、各地に伝わる伝承を正しく後世に伝える事を信条としている。広く世に伝わった伝説ほど、正しく紐解けば全く異なる原因、動機、結末に行き着く事も多い。書き換えられた歴史の真実。その究明を行うことで、彼は着実に彼の人生の終わりに近づいていた。,真実はどこだ！,私が見つけてみせる！,真実を追い求める！
351,カイト・シュトラール,4,光,カイトは伝承の調査を行う内、幾つかの奇妙な現象に気付いた。まず、書き換えられた歴史に嘘が描かれることは無い。しかし中には相当な悪意を以って描かれているものもあり、モノによっては完全な詐称では無いというだけで、悪魔的に事実を湾曲しているものすらあった。,これが歴史の闇…ッ！,私は真実に立ち向かう！,私が歴史を正してみせる！
352,ニコラ,3,水,ニコラは国に仕える錬金学者である。無から有を生み出す錬金学は、いまや最先端の学問であり彼はその研究の第一人者でもあった。没頭して打ち込める研究、そして妻と子供に囲まれ充実した人生を送っていたはずのニコラであったが、心の底ではまだ何かが足りなかった。,消え去れ邪道め,僕が証明してみせよう
353,ニコラ・レーゲン,4,水,ニコラは妻を亡くした。自宅で倒れ、彼の介護も虚しくその命を若くして散らせた。ニコラはまた子も失った。ある日、海に出たきりその子は帰ってこなかった。どちらの場合も、彼は悲しまなかった。それから半年後、彼は完全なる人の魂を、無から精製する事に成功した。,僕に罪は無い,無と有は同価値だ,魂を……捧げよ
354,[病王]アリス,5,水,わたしは病きにかかった。<br class="spacer">うさぎが１ぴき、あなに落ちた。<br class="spacer">わたしの夢。<br class="spacer">カードたちが燃えている。<br class="spacer">やりがわたしに刺さっている。<br class="spacer">しかしわたしはそれでは無い。<br class="spacer">わたしはアリス。<br class="spacer">あなたはアリス。,私がアリスよッ！,ニセモノは引っ込んでて！,ハートの兵が来るッ！
355,[喪失王]アリス,6,水,以上の症例から分かるように、アリスは自身の偽魂体と遭遇してしまった事で自我を喪失、或いはトレードした。これは極めて希少な事例であるが、以後このような事が起こらぬよう禁書及び惑いの書は、より厳重に管理すべきものと思われる。<br class="spacer">報告者：クロノ・パラディン,私がヤってやる！,私の前から消えろーッ！,来いッ！ハートの兵たち！
356,[暗殺王]シモーヌ,5,光,とある「機関」に所属する、女暗殺者シモーヌ。彼女の機関は「咎人」と呼ばれる特殊な人間、及び獣人を処分する為に存在している。反面、所属する者全てが咎人でもあり「刑期」を終えた者は速やかに処分される運命にある。そんな中、彼女が愛を捧げる次の処分対象が決定した。,おとなしくしててね,よい子は眠りなさい,永遠に眠らせてあげる
357,[愛王]シモーヌ,6,光,シモーヌは愛多き女である。彼女は自身の暗殺対象を必ず愛してしまう。その愛の表現方法は、まず手にした針槍で対象に猛毒を注ぎ、その後、動かなくなった対象を特殊な薬液の入った瓶に詰め、永久に保管する。即ちそれを回避する為、処刑王は機関の監視から姿をくらました。,さぁ、お注射の時間よ,少し我慢してね,永遠に、生きなさい
358,[開拓王]ドン・ポルタ,5,火,伝説のガンマン、ドン・ポルタ。彼に関する記録は少なく、いつの時代、どこに存在したのか、そもそも実在したのかすら怪しい人物だ。山一つ越えた先のドラゴンの眉間を撃ち抜いたとか、ワノクニのサムライと決闘して勝ったとか、とにかくどエライ逸話に富んだ爺さんさ。（０１）,勝負だ、ヒヨッ子,俺の勝ちだ,装填中だ
359,[西部王]ドン・ポルタ,6,火,と云うわけで俺の知ってるドン・ポルタの伝説はこれで全部だ。最後の「真夜中の決闘」以降の彼の消息は定かじゃ無い。噂じゃ、今もマリアンヌと世界を廻ってるって聞くがホントかどうかは分からん。ただ旅先で必ず聞くこの爺さんの噂は、いつだってロマンに溢れてる。（１０）,いくぜ若造,止まって見えるぜ,次は二倍の弾が飛ぶぜ
360,[呪王]ヴァルク,5,闇,ヴァルクは、今は無き呪いの一族の末裔である。彼の一族は様々な呪術を用いることで、世界の影で暗躍し続けたが、しかしある秘術の誕生が契機となり滅亡した。その秘術とは、復活の呪い。一度命が尽きた者の魂を、特殊な岩石を触媒としてこの世に蘇らせる禁断の呪術であった。,………,………？,……！
361,[咒王]ヴァルク,6,闇,砂漠を疾走る船「ロスト・ブロンド号」にヴァルクが乗船したのは１０年ほど過去の事である。今も砂漠を進み続けるその船上にはしかし、生きる者は最早ヴァルクと二人の少年、少女しか居ない。女船長も、何十もの船員も、そして大剣使いも、全て彼が蘇らせた生ける屍である。,………,………眠い,………ん
362,古代のよりしろ,5,無,<span style="color:#FF1493"><strong>レベルアップ・進化合成用</strong></span><br class="spacer">古代に生まれた、古くさいよりしろ。,うごけー,ふるくさー
363,超古代のよりしろ,6,無,<span style="color:#FF1493"><strong>レベルアップ・進化合成用</strong></span><br class="spacer">超古代に生まれた、すごく古くさいよりしろ。,18148240,81081201820
364,依り代,5,無,依り代は、とても長い間旅を続けてきた。共に過ごした神の使徒が居なくなってからも、ずっと孤独な旅は続いた。そうしていつしか依り代は動かなくなった。あらゆる土地に、その魂は眠っている。それは名も無き魂の記憶。語られなかった、命の欠片。,いきまーす,そいやー,もっかい
365,[境界神]ディオーネ,6,水,ディオーネは神でありながら他の神や使徒といった同属にはあまり興味が無い。それらが何を考えどう行動しようが所詮は記録の再生でしか無い事を知っているからである。過去には気の置けぬ友も居た。神へ反逆し処分されたその友を想うたび、彼女は神である事の虚しさを感じる。,そこが世界の境界だ,どこを刻んでもらいたい？,刻み尽くしてやるよ
366,[火焔将]ナタル,6,火,辺り一帯を炎に囲まれる中、ナタルは自身の主たる神と対峙していた。神は問う、反逆の理由を。ナタルは応える、反逆では無いと。炎は更に強くなり神の後方から二人の使徒が現れる。ナタルは静かに身構え覚悟した。それは生まれて初めて彼女が為す「闘う」事への覚悟であった。,反撃開始デスね！,これが闘う覚悟デス！,まだまだいくデス！
367,[疾風王]シェルクス,6,光,谷が燃えている。先王亡き後、ようやく再興を始めた光りの谷が、過去の美しさを取り戻す事はもう無い。ドラゴン達による侵略は、いずれ他の谷にも及ぶだろう。ならばどうか届き、守れ。そう願いシェルクスは先王の形見である守りの羽を風に舞わせ、業火の中へと駆けて行った。,疾走れ我が羽矢！,風よ切り裂け！,これが最後の風だ
368,[想造王]ノア,6,闇,ノアの懸念は思い過ごしであり、数千年の時を経て再び動き始めた最終兵器、通称「Ｖ」は科学者達の言う事に従い、更にその能力を活かし世の中の発展に大きく貢献した……そういう未来もあっただろうか、とノアは思う。血塗れの手から煙草が落ち、その夢は静かに閉じた。,証明終了ご苦労様,まずい煙草だ,把握した
369,[天空神]ヴァルトルス,6,光,天上界たるバベルの更に上方に至る「天空の円卓」でヴァルトルスは他の神々と共に、使徒が報告する「東の世界」の現状を聴いていた。それを聴く限りにおいては、もはや神の力といえども「追放者達」を抑えるには大きく不足し、また、バベルが堕とされるのも時間の問題であった。,我らこそ真理,触れるなゴミがッ！！,塵一つ、触れさせん
370,[堕天将]ネフティリア,6,闇,魂の模造。それが彼女に与えられた力であった。天界神との死闘の末「魂の器」を守り通した彼女だったが、その傷は深く最早治癒は不可能であった。意識が薄れる中、彼女は数十年を共に過ごした「魂の器」の名を呼ぶ。そしてその手を強く握り、己の力と別れの言葉を器に捧げた。,私が証明してやるよ！！,あばよ,もひとつ、おまけにっとー
371,[雨機王]フラウ,6,水,フラウは闇の時代に居た。対峙するのは古の兵器。Ｏ－６はそれを「Ｖ」と呼び、そして云う。その破壊こそ、自分が造られた理由であると。Ｏ－６が充水を開始する。フラウは彼をそっと撫でる。暗く重たい雨が降り注ぐ中、彼女たちの時間を越えた最後の戦いが始まった。,頼りにしてるよＯ－６！,私ハ、フラウヲ守リ切ル,誤差+-0……射ちます！
372,[炎界神]あまてらす,6,火,自らの使徒である三姉妹が死闘を繰り広げる中、あまてらすはワノクニの全てを焼き払う術式陣を完成させた。神に反逆したこの地は無に還す…だが、彼女が陣へ火を入れようとした瞬間、その頬を神速の矢が掠める。矢の射手を認識したあまてらすは、憤怒に満ちた笑みを浮かべた。,栄枯盛衰…ですわ,滑稽滑稽…ですわ,お命頂戴……ですわ
373,[工王]ヒルダ,5,火,ヒルダは神々が住む「バベル」にて生まれ育った若き刀工である。幼き頃より、同じく刀工として様々な武具を鍛える父を間近で観てきた彼女だが、いまだ自身が納得出来る一振りを完成させるには至っていなかった。そんなある日、彼女は父の故郷である「東の世界」の存在を知る。,叩き直してやるって！,そこどけっての！,やってやるっての！
374,[鍛王]ヒルダ,6,火,今は亡き父が、ある鉱物についての話をよくしていた。その鉱物から鋳造された金属は特殊な性質を持ち、触れた者の魂を吸収しその形を変えるという。使い手だけに尽くす武器…それこそまさにヒルダが目指す到達点であり、その鉱物が存在するという「東の世界」へと彼女は旅立った。,鍛え治してやるっての！,絶対見つけてやるっての！,斬り抜けるっての！
375,[忍王]りんどう,5,闇,幼少の頃より、くノ一として育てられたりんどうは、物心付く頃には既に生まれ持った忍としての天賦の才を開花させていた。成長と共に彼女がその才をおごるようになった頃、その慢心を叩き折ったのは、竜に滅ぼされたといいう他の忍び里から来た「零」と呼ばれる忍の青年であった。,退屈な任務ね,何も感じないわ,力を借りるわ
376,[偲王]りんどう,6,闇,類稀なる天賦の才、その上での血のにじむような修行の末、りんどうは他を圧倒する忍に成長した。常に心を平静に保ち、いかなる任務も成し遂げる彼女は諸国の王から絶対的な信頼を得ている。故に舞い込んだ最悪の任務。それは、若き頃共に修行を積んだ「零」の討伐指令であった。,その程度なの？,殺すのは心,この程度なの？
377,[紅王]アリア,5,火,アリアは伝説の軍神を祖先に持つ生粋の騎士である。師団長として王国を死守する父の跡を継ぐべく厳しい修練を積んだ彼女は、若くして多くの部下を持つ身となった。家訓である「絶対帰還」を部下に尊守させ、その厳しい鍛錬に付いてこれぬ者は容赦無く除隊させる厳しさを持つ。,果てろ、弱き者,まだまだだな,もはや容赦は一片も無い
378,[紅蓮王]アリア,6,火,紅蓮のアリア。それが彼女の異名であった。戦いに赴く彼女はまさに灼熱の炎であり、他者による追随の一切を許さない。その強さを以ってついに「祖龍」の討伐へ赴かんとする日、彼女は泣きじゃくる弟に「絶対帰還」の約束をし旅立つ。それが彼女とアレンの最後の約束となった。,私ひとりで十分だ,塵となり、消えろ,もはや貴様に勝機は無い
379,[伊達王]ジョニー,5,光,ジョニー・ザ・メタルストリングス。奴の通り名だ。名前に違わずキザな野郎で、一旦キレると手がつけられない厄介な奴さ。一度目を付けた獲物は、ギターに仕込んだ自慢のロングレンジライフルが逃がしゃしない。それにな、ジョニーのカードはそれだけじゃあ無いんだ。（０４）,Get back!,Come on Baby!,No problem!
380,[決闘王]ジョニー,6,光,不意を突いたジョニーがやや優勢だった。その決闘は街のド真ん中で急に始まって、ドンは利き腕をやられちまった。もちろん射撃はドンの方が遥かに早かったさ。だが奴の通り名、メタルストリングス…即ち鋼の糸で編んだ防弾スーツが、ドンの弾丸を弾いちまったってわけさ。（０８）,I'll Be Back!,Let's lock Baby!,Don't think feel!
381,[智王]ファウスト,5,水,練金学を研究するファウストは、友である練金学者が「魂」を創造したという噂を耳にする。半年程前に妻子を亡くしたその友とは久しく連絡を取っておらず、妙な胸騒ぎを感じたファウストは急ぎ彼の自宅へと向かう。しかし時既に遅く、今まさに一つの悪が目覚めようとしていた。,私は止めねばならない！,邪魔だ！どいてくれ！,錬金の力を行使する！
